oracle,generated_summary,jsd_hungarian
"A large diseased elm tree fell on a truck and injured the plaintiff driver. For some years prior to the accident, the defendant had operated a hazardous tree removal program. An inspector had examined the tree that fell. The inspector had no expertise relating to trees or their diseases, nor did his immediate superior. For the plaintiff, that there is a prima fade duty of care owed by the Department of Transportation to users of highway against reasonably foreseeable hazards, including the falling of trees onto the highway. Further, the defendant had a duty to use a reasonable standard of care in the operation of the hazardous tree removal program. The defendant was negligent in failing to train the inspector properly. The Court referred at length to the Supreme Court of Canada decision in Just v. British Columbia. The defendant's claim against the third parties (owners/occupiers of property on which tree stood) was dismissed.","The plaintiff was in good health and driving his half ton truck on a public highway near Falmouth, Nova Scotia. A tree fell on his truck, crushing him inside the cab. He was now a paraplegic. The plaintiff's action against the defendants Redden and Lockhart was discontinued and the action against them was not discontinued. This defendant has joined the defendants as Third Parties seeking contribution and/or indemnity from them. HELD: The Court found that there was a duty of care owed by the defendant to the plaintiff in any case where negligent misconduct has been alleged against a government agency. The court found that the defendant had a duty to maintain its highways and that it was not necessary to substitute its decision for the authority's decision on those matters when they were committed by the legislature to the authority for decision. There was no evidence that the plaintiff had suffered damage from the disease. The Court ordered that the defendants be held liable for the costs of the plaintiff's actions and that the Court should consider whether the defendant was exempt from liability on the grounds that the system of inspections, including their quantity and quality, constituted a policy decision of government agency and should be removed.",1.0289975486289502
"The plaintiffs original application was supported by her solicitor's affidavit. The Defence wanted the solicitor removed. The solicitor agreed to withdraw from the original application but wanted to appear on the Defence's interlocutory application to strike. Ordering the solicitor not to continue in the original or any related applications, that a lawyer has a duty not to give evidence in a matter in which he or she is involved as counsel except in merely formal or uncontroverted matters. Here the applications were so closely related that where it was improper to act in one, it was improper to act in the other.","HELD: The Court found that the application was supported by the 17 page, 123 paragraph affidavit of Lienaux, and that he had placed himself in the position of a witness who may be cross-examined. The application was dismissed. The Court held that the practice followed in this case is not the usual practice and it should not be taken as precedent to be followed, except in very exceptional cases.",2.198496687449115
"An application was brought under ss.58 and 59 of The Bankruptcy and Insolvency Act seeking approval for a proposal made by Gustafson Pontiac Buick. The proposal had received the necessary proportion of support from Gustafson's creditors. One unsecured creditor opposed the application. HELD: 1)Under s. 59(2), before it can approve a proposal, the Court must be satisfied; (a) that the terms are reasonable; (b) that the terms are calculated to benefit the general body of creditors; and (c) that the proposal is made in good faith. 2)In determining whether to approve a proposal, the court must consider not only the wishes and interests of creditors, but also the conduct and interests of the debtor, the interests of the public and future creditors and the requirements of commercial morality. 3)If, however, a large majority of creditors, i.e., substantially in excess of the statutory majority, have voted for acceptance of a proposal, it will take strong reasons for the court to substitute its judgment for that of the creditors. 4)Gustafson had met the criteria set out in the Act and the authorities referred to in Bankruptcy and Insolvency Law of Canada, and accordingly the proposal was approved.","This was an application pursuant to ss. 58 and 59 of the Bankruptcy and Insolvency Act for the approval of a proposal made pursuant to s. 50 of the Act by Gustafson Pontiac Buick Cadillac GMC Ltd. to its various creditors. The application is opposed by one of the creditors, namely, Oak Bluff Estates Ltd. (Oak Bluff). HELD: The application for Court approval was granted. 1)The proposal met the criteria set out in s. 59(2) of the act. The proposal was primarily calculated to benefit Prairie Security Fund and the guarantors of the secured creditors of. the corporation and not the general body of creditors. 2)It will take strong reasons for. the court to substitute its judgment for that of the. creditors.",2.0041450506701897
"The accuseds were charged under ss.300 and 301 of the Code with (i)committing and (ii)publishing a defamatory libel against a police officer. They filed a plea of justification as permitted under s.611(1) of the Code. The Crown denied the truth of the plea pursuant to s.611(4) and the matter proceeded to trial. At the opening of their trial the accuseds applied for an order declaring ss.300 and 301 of the Criminal Code to be of no force and effect on the basis that they constituted an unreasonable limitation on their rights and freedoms guaranteed under ss.2, 7 and 11 of the Charter. The Crown admitted that ss.300 and 301 limited an individual's right to freedom of expression as provided by s.2 of the Charter but argued that this infringement was justified under s.1 of the Charter. HELD: Application allowed in part.  1)The onus of justifying the limitation of a right or freedom is on the party seeking to uphold the limitation and the standard of proof is by a preponderance of probability. 2)The standards against which a limit on a right or freedom guaranteed by the Charter can be shown to be reasonable and demonstrably justified are those underlying values and principles essential to a free and democratic society. While the right of free speech is important in our society, it is not unrestricted. 3)In order to justify an infringement of this right, it must be shown that: (i)the impugned legislative provision has an objective of pressing and substantial concern and (ii)there is a proportionality to the legislation in that: (a)the measures must be fair and not arbitrary, carefully designed to achieve the objective in question and rationally connected to the objective; (b)the means should impair freedom of expression as little as possible; (c)there must be a proportionality between the effects of the limiting legislation and the objective. S.300 of the Code meets these tests, and is therefore a reasonable limit on free speech and is valid. 4)Ss.611 and 612 of the Code, which permit a plea of justification do not create a reverse onus on the accused. They are procedural and merely serve to put the Crown on notice as to the accused's defence. The Crown must still prove that the alleged defamatory libel is knowingly false beyond a reasonable doubt. 5)S.301 of the Code makes it an offence to publish a defamatory libel whether or not the accused believes it to be true. S.301 is therefore not a reasonable limit and is invalid. ADDENDUM: The Court ordered that the agreed statement of facts set out at pp. 2 and 3 of the judgment not be published nor broadcast in any manner.","The applicants apply for relief pursuant to s. 300 and 301 of the Criminal Code. HELD: The application is granted. The Court finds that s.300 of the Code constitutes a reasonable limit in free and democratic society on the. freedom of expression guaranteed by s.2(b) of the Charter and is of no force or effect. 1)The Court must be guided by the values and principles essential to a free, democratic society. The principles underlying the guaranteed right to freedom of speech under the Charter are met. 2)Defamatory libel is a matter published without lawful justification or excuse that is likely to injure the reputation of a police officer by exposing him to hatred, contempt or ridicule or that was designed to damage the officer's integrity. The court must not be diverted by the offensive content of the particular speech giving rise to the Charter challenge. 3)S.300 is a limit prescribed by law. It is not arbitrary, unfair or based on irrational considerations. 4)The court must consider all expression that is potentially restricted by the Code, not only the expressions involved in this particular case. 5)The application is made pursuant to ss.300 and 301. The application for relief under s.302 and s.301 of the Criminal Code. 6)The accused are to be found guilty of defamatory defamation. 7)The principles of freedom, dignity and worth of the human person are at stake in this case. 8)Defamation is a serious and substantial concern in a free and democracy society.  9)It is not unreasonable to assume that the accused have the right to free expression.  10)The offence is not a serious one but rather one which is sufficiently serious to require the intervention of the Crown. In this case, the accused were charged with defamation. The offence was committed against the officer of the City of Saskatoon. The accused were to be arrested and charged with defaming the officer.  11)The offences were committed in accordance with the principles of fundamental justice (a. remedy now abolished).  12)The definition of defamation is vague and uncertain. The objective of the offence is to protect persons from the harm caused by false. and defamed. The officer was to be held responsible for the conduct of his duties.  13)The Act of Criminal Procedure (Criminal Code) is designed to protect the privacy and reputations of individuals from false and/or offensive expressions.  14)The objective of s.304 of the code is to prevent the accused from publishing def",7.666205964837448
"Guardian was the general liability insurer for Kellogg. Royal was the primary insurer as holder of Kellogg's blanket fleet coverage. Kellogg's employee was involved in a motor vehicle accident while on company business but was driving his wife's vehicle at the time of the accident. Royal denied coverage and refused to defend on the basis of an exclusionary provision regarding the use of substitute automobiles. It was held at trial that Royal was not obligated to participate. HELD: 1)The case law reveals some inconsistencies with respect to the relationship between the duty to defend and the coverage provided by the policy. Where the policy clearly does not provide coverage, the insurer had no duty to defend. Where a policy only provides coverage for some allegations the insurer is only obligated to defend those allegations which may trigger the obligation to indemnify. When a policy is ambiguous some courts have adopted Thames and have stated the mere possibility that the policy may provide coverage is sufficient to oblige the insurer to defend. 2)Section 209 provides no guidelines as to the scope of the inquiry the judge may engage in. The chamber judge did not define the scope of his inquiry and stated that the standard suggestion that Guardian must raise an arguable point was 'off target'. To determine whether an insurer has the obligation to defend a chamber judge must examine the coverage provided by the policy. The judge made no finding of ambiguity in the exclusionary provision. He simply determined the Honda was not covered by the Royal policy and did not decide the issue of indemnity. 3)The affidavit evidence indicated that the parties lived in the same premises thus that argument was without merit. CONCURRING JUDGMENT: The appeal was dismissed for different reasons.  1)There has been an acceptance of the general concept that the duty to defend is broader than the duty to indemnify. To order an insurer to defend a chamber judge need be less sure the policy provides coverage than would be the case for an actual determination of liability under the policy. 2)There was a factual element which could not be determined on this application such as whether a partially deflated tire constitutes a breakdown within the meaning of the policy and whether the automobile the employee was driving was owned by someone living in the same dwelling. 3)The question centered around the words used in clause 5 of the policy and who it referred to. There were inconsistencies in terminology. The policy should not be interpreted as though the restriction it contains on what automobile can be used as a temporary substitute should be ignored.","This appeal arises from an application for directions pursuant to s. 209 of The Saskatchewan Insurance Act. The appellant, Guardian Insurance Company of Canada, is the general liability insurer of the respondent Kellogg Canada Inc. (Kellogg). The respondent is the primary insurer as the holder of the blanket fleet coverage of Kellogg.. Mr. McLeod was involved in a motor vehicle accident and was driving his wife's Honda because his company car had a deflated tire. At the time of the accident, McLeod, Kellogg and McLeod's wife were sued as result of the automobile accident.. The respondent agreed it had an obligation to defend but submitted that Royal also had a duty to defend in the name and on behalf of the insured. The chambers judge rejected this argument and clearly did not find ambiguity in the coverage provided by the policy. HELD: The appeal was dismissed. There was no evidence that the chambers judge erred in his application of the principles of contract interpretation when he decided the Honda was not a 'temporary substitute automobile' within the terms of the Royal policy. The Court of Appeal held that there was no duty on the insurer to defend a policy that did not provide coverage for that which is alleged in the pleadings. The court found that the issue of indemnity arises only when the claims disclose a claim which, if proven at trial, would be covered by provisions in the insurance policy. When the allegations do not come within the policy coverage, the insurer has no obligation to protect.",8.502269457819438
"The applicant applies for amendment of the judgment dated March 19, 1999 as it relates to costs. At the end of trial, the applicant requested the Court to reserve on the matter of costs. The applicant intended to make a submission for award of solicitor and clients costs. Evidence was led at trial about insubstantial offers made directly between the parties. Further evidence now indicates that substantial offers were made through council although not led at trial. The applicant argues that solicitor and client costs of $70,000 should be awarded because the offer to settle of $250,000 is close to the total judgment award of $230,000 including party and party costs of $20,000. The respondent takes the position that the estate was willing to pay reasonable maintenance costs and the quantum of maintenance could have been summarily determined without the necessity of extensive discoveries and without a lengthy trial. The respondent submits the approach of a needs-based assessment was upheld by the judgment and is always the approach always taken on behalf of the estate. The respondent argues the real question is whether the parties were acting bona fide during their negotiations and the issue should not be determined on the basis of the closeness of the offers. HELD: Solicitor and Client Costs of $70,000 are not appropriate in this case. The applicant's conduct was not entirely pure. The applicant was made aware in a prior judgment that under The Dependants' Relief Act there is nothing to indicate that a person is entitled to part of an estate as a beneficiary but rather that a beneficiary is entitled to maintenance. In spite of this ruling the applicant continued to claim the whole of the estate and to pursue full disclosure of the financial worth of the estate. Solicitor and client costs are within the discretion of the court but such discretion is exercise only in rare and exceptional circumstances. The conduct of the respondent cannot be characterized as reprehensible, scandalous or outrageous. The respondent's unwillingness to make full financial disclosure did contribute to the increase of costs but is insufficient to merit full solicitor and client costs. The Court awards fixed costs to the applicant in the amount of $47,000 together with disbursements.","The applicant applies for an amendment of the judgment of March 19, 1999 insofar as it relates to costs. At the conclusion of trial, counsel requested that reserve on the matter of costs. It is now clear that the applicant intended to make a submission for award of solicitor and client costs of approximately $70,000. Evidence was led at trial about insubstantial offers made directly between the parties, although that evidence was not before the Court at trial. The evidence now shows that substantial offers were made through counsel for the parties. The applicant argued that the position taken before Wimmer J. (who directed the issue to trial) was that the estate was willing to pay reasonable maintenance for Jade based on the needs-based approach, and that the quantum of maintenance could have been summarily determined without the necessity of extensive discoveries and without a lengthy trial. HELD: The application for a fixed award of costs is dismissed.  1)The Court is faced with two equally untenable positions in determining the costs. The Court is not obliged to permit unnecessary litigation to be paid for by the estate. 2)The court has an inherent power to vary its own order so as to carry out what was intended or even to reconsider or withdraw the decision so long as the order has not been perfected. Rule 184C of The Queen's Bench Rules allows the court to take into account offers of settlement that do not meet the requirements of the Rules in assessing appropriate costs.",5.114836537861358
"The accused, Cote, applied for remedy pursuant to s.24 of the Charter of Rights stating that he was denied the right to be tried on a fraud charge within a reasonable time. Twenty-two months passed between the laying of the charge and the trial date. Cote was not responsible for the delay and actively pursued a speedy trial. The delay was caused by the Crown's failure to provide timely disclosure. HELD: The charge was stayed. In applying the decision of the SCC in R. v. Morin, the court found that 22 months is an unreasonable and exceptional period of delay and is of sufficient length to warrant an inquiry. This case had no particular complexity above the norm for cases of this kind and did not require this delay. Cote did not directly or indirectly waive his s.11(b) right to be tried within a reasonable time. Cote was subject to substantial and sufficient prejudice by the delay. He suffered damage to his political career, embarrassment from media reports, unemployment, and economic hardship. The court balanced the individual's right to be tried within a reasonable time with society's interest in having the matter proceed to trial despite delay. Here the defence was not seeking to delay the trial and use the protective shield of s.11(b)as an offensive weapon.","The accused was committed to stand trial on two counts of fraud and one count of conspiracy to commit fraud. He now applies to this court for a remedy pursuant to s. 24 of the Charter of Rights and Freedoms. HELD: The application is based primarily on the accused's position that he has been denied the right to be tried on the fraud charge within a reasonable time. 1)The balancing of competing interests is difficult, but in this case, the prejudice to the accused has been substantial and sufficient to tilt the balance in favour of requiring a judicial stay.  2)The Crown has conceded its responsibility for the delay in this matter. It has attempted to explain the delay and to use the 'protective shield' of s. 11(b) as an offensive weapon. However, there is no evidence that the accused suffers prejudice because of the delay. 3)There is no inference as to prejudice from the length of delay or where the most reasonable inference is the other way, the accused may have to call evidence if he is to displace the strong public interest in bringing those charged with an offence to trial.",4.435641051128225
"The parties were married for 13 years and had three children. Both parties appeared to have a standard of living higher than their personal annual income would dictate; the husband by funneling many of his personal expenses through his company and the wife with the financial assistance of her parents. The wife sought lump sum spousal support to cover the cost of her tuition for a three year course in a divinity college. In addition to the matrimonial home, the parties owned various rental properties. Joint custody of the children ordered with primary day to day care to be with the wife; in the event that the parties cannot agree on any major issue concerning the children, the final decision will be made by the wife; income attributed to the husband for child support purposes; piano lessons and musical instruments found to be extraordinary expenses within the meaning of s. 7 of the Guidelines but soccer, tennis and horseback riding are not; no spousal support ordered; all property equally divided. The wife's father had given her one rental property from which the rental proceeds went to the mortgage and into the parties' joint bank account; the husband was extensively involved in the operation of the property. This property was found to be a gift to the wife that became a matrimonial asset during the marriage as it was operated as a family venture. A second rental property was purchased by the husband and the wife's brother; the wife considered herself a partner in the venture even though her name was left off the deed. This property was also found to be a matrimonial asset.","The parties share joint custody of the three children of a numbered company solely owned by the father. The father is opposed to the payment of spousal support in any form, arguing that it involves every second weekend and that the children will have an opportunity to become involved in many activities in the future.. The father has been extensively involved in the operation of the property since marriage and the couple considered this property to be a joint business operated for the benefit of the family. HELD: The parties agreed that a Joint Custody Order shall issue and primary care shall remain with the mother. There was no evidence that the father has any interest but rather a lump sum payment to cover her tuition at the Atlantic School of Theology. The mother's position is that this property was operated from joint family account and, therefore, a family asset and must be divided equally. 1)The father is not committed to maintaining the children's relationship with their father. He does not seek periodic or lump sum support. The children's best interests are served by remaining in the matrimonial home with their mother. 2)The mother is prepared to consult but wants the final say when they cannot agree. 3)Piano lessons and musical instruments are extraordinary expenses for extracurricular activities and are necessary and reasonable.",2.896893530112789
"The accused was charged with driving a motor vehicle while his licence was revoked when he was found operating an all terrain vehicle (ATV) on a highway. Accused found not guilty; the accused could not have obtained a licence to drive an ATV on the highway because it is a prohibited vehicle. Before one can be found guilty of this offence, it must be proven that they were driving a motor vehicle of a type or class for which they could have been properly licenced to drive on a highway.","The accused was observed by police officers driving his all terrain vehicle (ATV) along Highway #3 in the community of Woods Harbour, Nova Scotia.. At the time his driver's license was revoked, he was driving a prohibited vehicle on the highway under s. 11 of the Motor Vehicle Act. HELD: The accused was found not guilty of driving a motor vehicle while his licence was revoked and his charge was dismissed. The only issue at this trial is whether this makes the accused guilty of the offence of driving on the highways while his license was revved. The accused could not have obtained a license to drive an ATV on the road because it was a prohibited motor vehicle. It was vehicle of the wrong type or class to get license. The Court found that the words'motor vehicle' in s. 287(2) do not include an AT vehicle and that even if those words did, the accused should be found guilty because his license revocation is irrelevant since he could never have been licensed to drive such a vehicle. Since there is no nexus between his driving of the ATV and his 'driver's license' was revoked he is guilty of this offence.",3.0766460004264116
"The tenants appealed a decision of a hearing officer under s. 72 of The Residential Tenancies Act. The hearing officer determined that the landlord's claim for non-payment of rent had been established and that an order for possession as warranted. The hearing officer directed that the order of possession would be deferred if the tenant paid the rent that was owing and future rent. The tenants argued that the hearing officer erred in not considering that the premises were infested with bed bugs and the tenants had been forced to incur personal expense to remedy the problem. They sought to adduce new evidence by affidavit on this point at the appeal. HELD: The Court declined to admit the affidavit evidence about bed bugs. However, the matter was remitted to the hearing officer for rehearing because the reasons provided by the hearing officer were deficient. The Court held that it was impossible to tell whether the hearing officer considered the tenants' evidence at the hearing, made findings of fact in that regard or whether equitable jurisdiction should be invoked in this situation. The reasons are inadequate to allow a meaningful review of the decision.","The tenants appealed the decision of a hearing officer under s. 72 of the Residential Tenancies Act. They contended the hearing officer, who rendered her decision on May 31, 2012, committed several errors of law and sought to have the matter remitted back for re-hearing. HELD: The appeal was allowed. The matter was remitted to the hearing officers for rehearing pursuant to s. 70(11)(c) of the Act. The court found the reasons inadequate to allow for meaningful review of the decision and for this reason the matter was returned to the Hearing Officer for re rehearing. The tenants did not dispute that rent was owing, they contend an infestation of bed bugs in the residential premises has made it uninhabitable and forced them to incur personal expense to address this problem. The tenant's application is not formally before hearing officer at the same time as landlord's application does not bar hearing officer from either considering the facts put forth by the tenant (provided they relate to the landlord's dispute) nor to give effect to the tenant's facts and arguments in rendering decision and formulating an appropriate order.. Further, as the tenants had filed separate claim under the tenancy agreement, the two claims should have been considered in the exercise of her 'just and equitable' discretion.",1.639836275759628
"SGI applied on behalf of the defendant for an order under Queen's Bench Rule 107A(c) and s. 7 of The Contributory Negligence Act for leave to add the City of Saskatoon as a third party to the action. The defendant is being sued by the plaintiff for damage caused to a construction site under a bridge in Saskatoon. The damage is alleged to have been caused when the defendant's truck left the ramp leading onto the bridge and fell into an excavation pit. The defendant argues that the City should be added as a third party because the City did not take proper steps to clear snow from the ramp, which provided a surface for his vehicle to launch off of. HELD: The application to add the City of Saskatoon as a third party was granted. The applicant has made out a prima facie case against the proposed third party. There is no prejudice to the plaintiff because he has settled with his insurer and is requesting settlement with the defendant's insurer. There is a causal connection between the cause of action plead in the statement of claim and the third party notice. It is immaterial at this stage that the City may have an absolute defence.","FIAT: This is an application by Saskatchewan Government Insurance on behalf of the defendant to an order pursuant to Rule 107A(c) of The Queen's Bench Rules and s.7 of The Contributory Negligence Act granting leave to the defendant, William J. Schmidt, to add the City of Saskatoon as a third party to this action. HELD: The application was granted as requested. 1) There is yet another ground on which the City is absolved from liability. The Supreme Court of Canada in Lewis recognized that it was entirely permissible for local authority to limit its liability. Section 154(1.1) of the Urban Municipality Act, 1984 states that no action may be brought pursuant to subsection (1) for the recovery of damages. The application is purely one of procedure and no substantive rights between the parties can be determined on it.  2) There was no evidence that the defendant had filed material which established a prima facie claim against the City and whether there was any prejudice to the plaintiffs if the third party claim was grafted onto the action. 3) The application to add Saskatoon to the list of third party parties was granted.",2.5982812872077967
"HELD: The defendant was ordered to present argument on the return date on whether the circumstances warranted consideration as an “exceptional circumstance” pursuant to s. 37(2) of the Act, to determine whether the application should proceed.","FIAT. Default judgment granted in the within matter December 1, 2014 against the defendants, Mario Di Battista and R-Rock Concrete (2013). (R-Rock) in the amount of $19,393. HELD: The default judgment was set aside pursuant to s. 37(1) of the Small Claims Act, now in excess of one year from the granting of the judgment. The applicant sought to have the judgment set aside.  1) The court granted the default judgment in the manner prescribed by s.37(2). The court allowed an application to be made pursuant to subsection (1) after the expiry of 90 days from the date of judgment.  2) The applicant has filed an affidavit in support of having the summons issue upon the respondent, Discovery Ford Sales Ltd.. (Discovery Ford Sales). (D.Jackson) Given the inordinate amount of time that has elapsed, the Court directs that upon the return date argument is to be presented first as to whether the circumstances warrant consideration as an 'exceptional circumstance' permitting the application to proceed.. Third, whether on the merits, the judgment ought to be set aside..",6.069661465588993
"HELD: The issues were determined as follows: 1) the applicant applied pursuant to The Seizure of Criminal Property Act, 2009, as that version of the Act was in place at the time of the seizure. The respondent argued that s. 35.1 did not apply at the time of seizure, because it was not in the Act at the time of seizure. The respondent argued that the two-year limitation period pursuant to The Limitations Act applied to the application with the date of seizure being the date of discoverability. The respondent also argued that the 2009 Act did not have retrospective application. The court found that the applicant applied pursuant to the 2009 Act and therefore the matter was assessed from that perspective. Section 35.1 of the 2009 Act required applications for forfeiture to be made within two years from the director becoming satisfied that the property sought to be forfeited was proceeds of unlawful activity or an instrument of unlawful activity. The court found that the words “Notwithstanding The Limitations Act” at the beginning of s. 35.1 served to provide an intention to prioritize the content of s. 35.1 over The Limitations Act. An affidavit filed by the applicant indicated that the director became satisfied that the property was an instrument of unlawful activity after August 2016. The director’s application was brought four months later, well within the two-year limitation period. The court then considered whether the 2009 Act had retrospective application and found that B. had the same legal position and faced the same jeopardy regardless of the version of the legislation, and therefore, there was no retrospective problem;  2) s. 7 outlined the test to apply. The court accepted the expert’s evidence with regards to the significance of the factors evidencing drug trafficking and how common they were to the drug trafficking trade. The applicant’s evidence also showed that the person alleging to purchase the truck from the respondent was not the purchaser and the purchase price was $8,000, not $16,000. The court found it more likely than not that the money was proceeds of unlawful activity; and 3) B. did not provide evidence or argument to support the exception that forfeiture would clearly not be in the interests of justice. The property was found to be proceeds of unlawful activity and the forfeiture order was granted.","This is an application by the Director under the The Seizure of Criminal Property Act for an order directing the forfeiture of $10,475.00 to the Crown in right of Saskatchewan. The property had been seized by the Regina Police Service from William Ross Butler in 2008. Since the defendant filed notice of dispute in response to those proceedings, the Director applied to this Court for a forfeiture order pursuant to Part II.1 of the 2009 Act. HELD: The application was granted. The Court found that the current legislative mandate reflected in s.35.1 was prospective in operational effect and not retroactive. The court found that no order can issue with respect to property seized before this legislation came into force.. The Court also found that there was no evidence that the legislation was retroactive to the time the property was seized. It was not necessary to change the statute to recognize the process of when that clock should start. The evidence on when the Director 'became satisfied' the seized property constituted proceeds of unlawful activity was found in the Affidavit of Tammy Pryznyk sworn December 15, 2016.. The Director’s application was brought four months later and fell comfortably within the two year limitation window prescribed by s. 35.1. There was a presumption against retroactive application of statutes insofar as legislation has either retroactive or prospective effect.",3.9334025418486505
"HELD: The court sentenced the accused to a global sentence of 10 years for the manslaughter conviction. A one-year concurrent sentence was imposed for the conviction of prohibited possession of a firearm. The court gave him credit at the rate of 1:1.5 for his time on remand, resulting in a net global sentence of six years, five months to be served in a federal penitentiary. The Gladue report was considered and the background of the accused was assessed as an enormous mitigating factor. The court found that this was not an appropriate case to make an order pursuant to s. 743.6 of the Code both because of the multiple Gladue factors and because it had addressed the principles of denunciation and deterrence in the global sentence.","The accused was originally charged with second degree murder with regard to the death of his cousin. He pled guilty to possession of a firearm while prohibited from doing so. The accused was sentenced to a concurrent sentence of 1 year, 7 months to 12 years, with no parole eligibility until he had served half of that sentence. The Crown requested that the Court make an order pursuant to s. 743.6(1) of the Criminal Code. HELD: The Court found that a global sentence of 10 years was appropriate in this case. 1) The Crown must demonstrate a foundation for such additional rigour in the sentencing of the offender. The Court reviewed all of the cases provided to it by counsel for the Crown and defence and found that there were multiple Gladue factors relevant to the accused taken as a whole. The court found that the Crown should not rely on the evidence of the accused's past criminal record, the fact that he was drinking heavily at the time of the offence and that there was a gap in his record from 1994 to 2006 when he was charged with 10 stab wounds and his attack on his landlord displayed a sustained attack on a vulnerable person.. 2) There are multiple factors to consider in determining a sentence for the offence of manslaughter in the Province of Saskatchewan. There are isolated instances of sentences less than 4 years, but sentences greater than 12 years ought to occur only in the most unusual, exceptional or extenuating circumstances.",4.14292545142047
"The applicant sought a declaration that the province was responsible for providing school buildings for delivery of the public school program and that when buildings must be leased, the province bore the associated costs. The applicant, which leased six school buildings from the Roman Catholic Church, submitted the respondent was required to reimburse the applicant for leasing costs. For the respondent, that the Education Act requires a request be made of the Minister in proper form and receive Governor in Council approval. Because the applicant failed to report to the Minister, the respondent was not required to pay the leasing costs. Where the Minister received a request in the proper form and where it was determined leases were necessary, the leasing costs would be the respondent's responsibility.","The applicant school board sought a declaration that the Province of Nova Scotia is responsible to provide school buildings required for the delivery of a basic Public School Program to the students of the province and the Province bears the responsibility for negotiations and payment of rental costs associated with the leases. The issue is whether the Respondent, the Minister of Education (theMinister) is required to reimburse the Cape Breton Board for the costs incurred by it in leasing these school buildings from the Church. HELD: The application was granted. There was no evidence any of the six buildings were not required to meet the basic needs of the students now attending the school. It was the responsibility of the Province to pay the lease costs. Where the Minister has received a request in the proper form and determined, with the approval of the Governor in Council, that it is necessary to lease a school building in order to meet its statutory obligation, the cost of such a lease is the province's responsibility. The lease costs are to the same extent as would be the costs of supplying the building free of costs. There would not be any costs.",2.1412206364684327
"An appeal from an order which quashed an interim order of the Labour Relations Board (LRB) pending the determination of a grievance by an arbitration board, even though no proceedings were pending before the LRB and even though it had no power to make a final order respecting the proceedings before the arbitration board. At issue was whether s5.3 of the Trade Union Act authorized the Board to make such an order. HELD: The appeal was dismissed with costs.  1)The Board recognized the question to be a jurisdictional question. The standard of review is whether the decision was correct rather than patently unreasonable. 2)The chambers judge arrived at the correct conclusion whether from the point of view of the plain meaning of the words of s5.3 or the context of the entire statute or a purposive approach.  3)S5.3 refers to the 'board' which is defined by s2(c) to be the LRB and accordingly referred to applications and orders of the LRB. The interim power is not only based on the final power but is also part of the final power and both are part of the same process. 4)S25(1), when read with ss(1.1) and (1.2) indicates an intention on the part of the legislators to grant exclusive jurisdiction to arbitration boards to deal with disputes arising out of the interpretation of collective agreements. 5)Whatever the scope of s42, it cannot be used to release the restrictions of a statutory provision the very purpose of which is to define the jurisdiction of the LRB to act in respect of such matters.","This appeal was dismissed with costs in the usual way. Whether one approaches the question from the point of view of the plain meaning of the words of s.5.3 or from the context of the entire statute, or from a purposive approach, the result is the same. The chambers judge arrived at a correct conclusion. The words of the Trade Union Act require two conditions for the exercise of the power to make interim orders: the existence of an application or complaint before the Labour Relations Board, and the presence of power in the arbitration board to make a final order in respect of the application. The question decided by the Board was clearly jurisdictional and so treated it as patently unreasonable. The board recognized it to be jurisdictional question and treated it.",2.1364334189261713
"At issue was whether the right of appeal to a board of revision against a municipal tax assessment was exercised properly having regard for s303(1) of the Rural Municipality Act and how and when notice was given. The company posted the notice of appeal by registered mail the day before the expiration of the 20 day appeal period. The notice arrived at the post office on a Friday, the day after the period expired and was picked up by the administrator the following Monday. The Appeals Committee refused to direct the board of revision to hear the appeal on the basis the company failed to give notice within the period prescribed by s303(1) and concluded that the board did not have the power to extend the time. HELD: The appeal was allowed. The board of revision was directed to hear and determine the assessment appeal. 1)The Committee did not err in deciding the prescribed time period for an appeal could not be extended.  2)The less formal expression 'to give notice to' as used in the Act is a less exacting term than 'to serve notice upon'. Wascana Energy exercised its right of appeal properly, or at least effectively, requiring the board of revision to entertain the appeal.","The question in this case is whether the right of appeal to a board of revision against a municipal tax assessment was exercised properly, or at least effectively, having regard for the governing provisions of the statute and the fact of how and when notice of appeal was given. HELD: The appeal from the decision of the Committee will be allowed with costs as usual and there will be an order directing the board of revisions to hear and determine the company's appeal. 1)The wording of the s. 303(1) of The Rural Municipality Act, 1989, S.S. 1989-90, c. U-11, refers to the rural municipality Act, 1984. It is not clear that the legislature intended that notice of appeals be given within 20 days of the mailing of the notice to the administrator of the R.M. of Gull Lake. 2)The phrase'may give notice in writing' must be taken by implication to allow for notice to be given by means of registered mail. Were it otherwise, an administrator, having received notice of a appeal by registered mail within the allotted time, could lawfully decline to act upon it on the footing the property owner had failed to give notice.. 3)It is difficult to think that the proper exercise of the right to appeal, when notice is given by the means of a registered mail, should be made to, as distinct from requiring them to serve notice upon, the administrator within the period prescribed by the Act. However, this is a comparatively narrow context, concerned as it is with the meaning of the word give in virtual isolation, removed from the purpose of the subsection and the objectives of its terms. The matter is one of implication having regard to the considerations mentioned in Newell Smelski. 4)The issue of time requirements of this sort is a matter of pure statutory interpretation and therefore depends in short upon what the legislature most probably intended, given the wording, purpose, and objectives of the Act, such that substantial compliance with statutory requirements of the scheme of the enactment.",1.217653407053054
