,generated_summary,oracle,idxes
568,"IN THE SUPREME COURT OF NOVA SCOTIA Citation: R. v. Guthro, 2005 NSSC 297Date: 20051101 Docket: SH No.
232556A Registry: HalifaxBetween: Charlie Guthro Appellant v.Her Majesty The Queen Respondent Judge: The Honourable Justice M. Heather RobertsonHeard: June 1, 2005, in Halifax, Nova Scotia Written Decision: November 1, 2005Counsel: David S. Green, for the appellant Andrea E. Jamieson, for the respondent Robertson, J.:[1] This appeal arises from a decision of David Johnson, Adjudicator in the Provincial Court of Nova Scotia, who convicted the appellant for driving a motor vehicle while his license was suspended contrary to s. 287(2) of the Motor Vehicle Act, F.S.N.S.
1989, c. 293, as amended.
The offence occurred on February 13, 2003.
[2] The appellant plead not guilty and the trial was held on May 17, 2004.
Following written submissions, the decision was delivered on September 27, 2004.
[3] At the trial, the Crown called one witness, Constable Guy Napier of the Halifax Regional Police Force.
[5] The grounds of appeal are:1.
The Honourable Adjudicator erred in not properly interpreting the provisions of s. 287(2) of the Motor Vehicle Act, R.S.N.S.
1989, c. 298, as amended;2.
The Honourable Adjudicator erred by relying solely upon the evidence of only one Crown witness, a police officer, and apparently rejecting in total the evidence of the Appellant and three other civilian witnesses;3.
The Honourable Adjudicator erred by failing to give the benefit of reasonable doubt to the Appellant;4.
The verdict was unreasonable and cannot be supported by the evidence;5.
There was insufficient evidence to prove that the Appellant was in fact the driver of a motor vehicle driving while suspended;6.","Appeal from 107 SaskR 135, 44 RFL(3d)185.
Appeal from a judgment directing matrimonial property.
The main issue was whether the judge erred in his distribution of assets acquired with the proceeds of a severance package which the appellant received when his employment of twenty-three years was suddenly and unexpectedly terminated.
The couple's marriage had lasted less than four years.
HELD: The QB judgment was upheld regarding the severance package.
The severance package was not a reward for past service; it was for payment in lieu of reasonable notice of termination.
The severance package was based on future earnings, which would have occurred within the duration of the marriage.
The QB judge did however fail to take into consideration that the wife had taken a quantity of furniture and household goods and that, as a result, he failed to give the husband his one-half share of them.
Judgment varied accordingly.","[0, 4, 2, 3, 9, 5, 6, 10, 13, 14, 12, 11, 15, 1]"
569,"1997 S. AM.
NO.
& Ms. Tara Erskine, Solicitors for the Defendant DAVISON, J.:Between 1981 and January 1996 the plaintiff was an employee of the defendant and over the substantial portion of that employment he acted as Town Clerk and Chief Administrative Officer.
In this proceeding, he seeks indemnity for money he paid for legal expenses incurred as a result of charges he faced for alleged violation of s. 368 of the Criminal Code of Canada and s. 27 of the Municipal Affairs Act.
He also seeks to recover a fine he paid following his plea of guilty to the charge under the Municipal Affairs Act.
is comprised of volunteers and members of the council of the defendant.
approached the defendant with the proposal to continue with the construction of buildings which was an atrium in the Town Centre.
On April 2, 1992, David Dunnett, who was the executive director of B.I.D.C.
and a person with legal training made a presentation to the defendant's Committee of the Whole.
The plaintiff was present at the meeting of the Committee of the Whole on April 2, 1992 and the plaintiff in his testimony referred to notes of the events which took place during the meeting.
The defendant was to advance to the project, in the form of a grant, the sum of $164,000.","1)Application by plaintiffs (defendants by counterclaim) for an order setting aside the default judgment, writ of execution and 2)garnishee summonses issued against them.
3)Application by respondents (plaintiffs by counterclaim) for payment out of the monies garnisheed.
HELD: 1)Application allowed.
At the time that the applicants were served with the statement of defence and counterclaim, they were not represented by counsel nor did they know that they had to serve and file a statement of defence to the counterclaim.
However, immediately upon being served with the garnishee summons they contacted solicitors.
The application to set aside the default judgment was made as soon as possible after the judgment came to the attention of the applicants who have explained to the satisfaction of the court their failure to defend the counterclaim.
The applicants have clearly shown that they have a good defence on the merits to the counterclaim.
The applicants did not delay their application to set aside the judgment so that it cannot be argued that delay will cause irreparable injury to the respondents.
2)Application to set aside guarishee summons dismissed.
There has been strict compliance with s.3(2) of the Act.
The affidavits filed by the applicants challenging the affidavit for garnishee summons have no bearing on whether the garnishee summons should be set aside.
It is not the function of a judge to look into the merits of the case on such an application.
3)Application for payment out of monies garnisheed dismissed.
Section 14(1) of The Attachment of Debts Act provides that no order shall be made for payment out of any money paid into court by the garnishee when a garnishee summons issues prior to judgment until the plaintiff has recovered a judgment against the defendant.
Since the judgment has been set aside the application for payment out is premature and is therefore dismissed without prejudice to reapply.","[0, 16, 10, 13, 1, 8, 5, 17, 4, 12, 3]"
570,"Date: 02/01/24 Docket: S.H.
No.
[2] In December, 1995, the applicant commenced the process whereby it eventually established a private pool hall licensed to sell alcoholic beverages at the above location.
The area in which the pool hall is located is within an area of the respondent known as the Village of Enfield and which is subject to the respondent's Land Use By-laws.
[3] The premises is located is in a land use zone known as ""Core Village"".
The applicant has operated the billiard club since June, 1997 and has had a ""special premises liquor license"" granted by the Alcohol and Gaming Authority of the Province of Nova Scotia.
That license has allowed the sale of liquor, subject to certain restrictions including the following:4.
This license is for the use of members of the club only and not the general public.
5.
No advertising of the availability of liquor service shall be permitted.
6.
Access to the club shall only be obtained by way of a card/key system.
7.
A member can only sign in two (2) guests at any one time.
.
.
.
9.
10.
No entertainment permit shall be issued in respect of this license.
.
.
.
15.
* Lawfully existing uses.
.
.
.
.
.","A notice to vacate rented premises contained an erroneous address.
The Rentalsman granted a writ of possession and after the issuance of the writ, amended the writ to correct the address without notice to the tenant.
The tenant appealed.
HELD: Appeal allowed.
There had not been compliance with s. 23(1)(b) of the Act.
The notice to vacate was therefore ineffective and the consequent writ of possession was quashed.
Given the tenant's obstructionist tactics he was denied his costs of the appeal.","[1, 10, 6, 9, 12, 14, 0, 16, 17, 11, 18, 19, 28, 5, 21, 8, 15, 4, 13, 23, 22, 24, 25, 26, 29, 30, 32, 33, 35, 7]"
571,"Date: 20010927 Docket: S.P.
for the Applicant Jamie MacGillivray for the Respondents DAVISON, J.: (Orally) [1] The Town of New Glasgow (the Town) makes application pursuant to s.266 of the Municipal Government Act, 1998 S.N.S.
c.18 directing the removal of a ground sign erected at 152 Provost Street in New Glasgow.
It is alleged that the erection of the sign violates the Town of New Glasgow’s Municipal Planning Strategy and Land Use By-law.
The application was supported by two affidavits of Gary Rankin who is the Chief Administrative Officer of the Town of New Glasgow.
The sign also exceeded an area that was permitted by the downtown core zone and the sign was a third party sign which was not permitted in the downtown core zone.
[5] The properties are located within the downtown core (C-1) zone pursuant to the Town of New Glasgow’s Municipal Planning Strategy and Land Use By-law.
The sign consists of two faces and the maximum area for such a sign under the by-laws is 50 square feet.
In view of these admissions and in view of not wishing to infringe on the time of counsel, I will not take the time to repeat the wording of the by-laws.","The Appellant/Defendant, Bennett appealed a judgment resulting from a jury trial.
At trial, the Plaintiff had been awarded damages for injuries suffered in a motor vehicle accident.
The Defendant limited her appeal to the amount awarded for future loss of earnings.
The Respondent/Plaintiff cross-appealed on the issue of whether the trial judge should have directed the jury to deduct sick leave benefits from her past loss of income.
Also at issue was whether a forensic accountant should have been permitted to testify as to the present value of the Plaintiff's future earning capacity.
HELD: Appeal dismissed.
1)The forensic accountant's evidence was properly admitted as explanatory of the calculations done.
The same calculations could have been done by a computer program or by counsel or the trial judge with the assistance of the tables to the Rules of Court.
2)The trial judge properly explained to the jury that the accountant was not testifying as an expert.
3)Given the nature of the accountant's evidence, no expert fees should be permitted to the Plaintiff for the accountant's report or attendance.
4)The Appellant's argument that the trial judge failed to properly direct the jury as to the weight to be given to the accountant's evidence was rejected.
5)The Court was unable to say that the jury's award for loss of future income was so inordinately high that it should be set aside and a new trial ordered.
6)The Plaintiff's cross-appeal relating to the disability benefits was also dismissed.","[3, 4, 0, 2, 7, 11, 17, 13, 14]"
572,"[2] Liability and damages are at issue in this case.
Background[3] The plaintiffs were occupying apartment No.
302, 265 Young Street, Truro at the time of the fire.
The first floor was below ground level and was accessed by entering the building and walking downstairs.
Self closing doors were located at both ends of the common hallway leading to stairs and stairwells used for entering and exiting the building.
The stairwell located on the south side of the building led to the front door.
The north stairwell led to the back door of the building.
[4] The apartment building had a fire alarm panel located on the first floor of the basement hallway.
Each hallway contained a smoke or heat detector located on the ceiling.
Each stairwell also had a smoke detector located on the ceiling above the stairwell.
These were also wired into the fire alarm panel.
In addition, each apartment had its own battery-operated smoke detector.
Ms. Leslie’s older son was staying overnight at his grandmother’s home.
Her younger son was asleep in his bedroom.
He stated it was quiet.
There was no sound of fire alarm in the building or sirens outside.
The smoke in the apartment continued to worsen.","The appellant was convicted of operating a motor vehicle while impaired.
His conviction was upheld on appeal to a summary conviction appeal court.
This appeal was based on the argument the provincial court judge's decision failed to provide reasons for accepting the evidence of various witnesses, failed to make findings of credibility with respect to witnesses, and failed to comment on the credibility and evidence of the witnesses.
The appellant complained the judge did not provide adequate reasons for the decision.
Dismissing the appeal,
that the decision was supported by the evidence.
The court referred to R. v. Burns, [1994]
1 S.C.R. 656 at 664, where the Supreme Court of Canada held that if trial judges state their conclusions in brief, and these conclusions are supported by the evidence, the verdict should not be overturned merely because they fail to discuss collateral aspects of the case.","[2, 3, 19, 4, 14, 24, 6, 25, 9, 10, 34, 17, 30, 8, 31, 18, 20]"
573,"This replaces the previously distributed decision.
Judge: The Honourable Judge Theodore K. TaxHeard: January 22, 2010, February 5, 2010 and February 12, 2010, in Dartmouth, Nova ScotiaOral decision: February 12, 2010Charges: Section 17(1) and 74(1)(a) of the Occupational Health and Safety Act x 3Counsel: Peter Craig, for the Crown Donald Murray, Q.C., for the Defence By the Court: Introduction:[1] The decision for the Court to render today is to determine a fit and proper sentence for Mr. Eric Eagles.
He has been found guilty of contravening two provisions of the Fall Protection and Scaffolding Regulations of the Occupational Health and Safety Act of Nova Scotia.
Secondly, that he failed to ensure that a guardrail was constructed or installed as required by Section 9(2)(d) of the Fall Protection and Scaffolding Regulations, Section 17(1) of the Occupational Health and Safety Act and in both cases, he thereby committed an offence contrary to Section 74(1)(a) of the Occupational Health and Safety Act.
[2] The facts of the case and all of the legal issues that had to be analysed and determined were set out in my written decision which was released on November 6th, 2009 and reported at 2009 NSPC 49 (CanLII).","The relief sought was divorce, division of matrimonial property, maintenance and costs.
The respondent admitted to having two different financial reports prepared in 1992 for his company of which he was sole Director and shareholder.
The company's accountant had been fined for preparing a false report and the respondent was being audited by Revenue Canada.
The false report had been submitted to the Court for valuation of the company.
HELD: 1)The testimony of the son who had worked for the respondent until fired for allegedly disclosing information to the mother was accepted over that of the respondent.
2)All assets were valued as the same time, the time of the application.
The midpoint of the valuations was used to value the respondent's interest in the company at $192,727.00.
3)The petitioner was to receive the balance of the proceeds of the sale of the matrimonial home plus $13,500 to equalize for monies paid to clear off the respondent's writ of execution.
4)Any interest accrued on the sale of the matrimonial home was to be divided equally.
5)The petitioner received her automobile, RRSP and bank account.
6)She was given judgment against the respondent for $135,982.00 with a charge against the matrimonial assets to be registered at Land Titles.
7)$84,000 of the respondent's RRSP was transferred by way of spousal roll over to the petitioner.
8)$12,000 of the settlement proceeds from the wrongful dismissal claim were to be assigned and paid out to the petitioner.
9)All monies were to be paid within six months failing which the Sheriff was to proceed with the judicial sale of such of the assets of the respondent as may be required.
10)Judgment and a charge was ordered against the respondent for the outstanding property taxes in the amount of $15,428.64 which he was to have paid on or before October 1, 1993 by a previous court order.
11)Technology had passed the petitioner by and she had been economically disadvantaged to some extent from the marriage or its breakdown.
She had upgraded but had been unable to secure employment.
She was to receive $2,000 per month in support until the orders were satisfied and thereafter, $1,000 a month until her 60th birthday.
 12)Costs were awarded to the petitioner on a solicitor-and client basis.","[6, 1, 3, 2, 5]"
574,"IN THE PROVINCIAL COURT OF NOVA SCOTIA Citation: R v. Murphy, 2004 NSPC 30Date: 2004-05-12 Docket: 1347575 Registry: BridgewaterBetween: R.v.Ausman William Murphy DefendantJudge: The Honourable Judge CrawfordHeard: March 29, 2004, in Lunenburg, Nova ScotiaWritten Decision: May 12, 2004, in Bridgewater, Nova ScotiaCounsel: Lloyd Tancock, for the Crown Joel Pink, Q.C., for the DefenceBy the Court:[1] Ausman William Murphy faces a charge under s. 13(1)(a) of the Nova Scotia Occupational Health and Safety Act that, as an employer, he failed to take reasonable precautions to ensure the health and safety of persons at a workplace.
[2] The charge arises out of a tragic incident aboard the fishing vessel “Big Guy M.S.K.K.F.” on August 19, 2003, in which a fisher, Chadwick Zinck, lost his life.
The defendant Murphy was operating the Motor Vessel “Big Guy MSKKF” which was owned by and registered to Larry Harnish.
Zinck and Heisler were crew members for this trip and Cook was an invited guest.
[N.B.
: Richard Heisler testified in contradiction to this that it was he who operated the vessel that day, not the defendant.]
In the belief that there were dead tuna fish in the tuna pen it was decided that somebody should go into the tuna pen to conduct a search.","This was an action for damages for wrongful dismissal.
The plaintiff had worked for 28 years for the defendant as a driver making deliveries to customers.
The defendant dismissed the plaintiff for 'disregard of company policy related to hours of work and overtime'.
The plaintiff had taken longer coffee and lunch breaks than were allowed, and had taken unauthorized breaks for which he had then been paid overtime by the defendant.
For the defendant,
that the dismissal was justified.
The court considered seven factors in assessing whether the defendant had discharged the onus upon it to prove on the balance of probabilities that there was just cause for the dismissal including whether the rules of the company had been distributed to the plaintiff, if the plaintiff was aware of the rules, whether the rules were consistently enforced, whether the plaintiff was properly warned of the consequences of breaching the rules, if the rules were reasonable, whether the breaches were sufficiently serious to justify termination, and whether a reasonable excuse existed for breaching the rules.","[3, 1, 4, 6, 0, 5, 7]"
575,"IN THE SUPREME COURT OF NOVA SCOTIA Citation: Warren Wright, Blaine Arthur Wright, Murray Allison Wright, Brenda Anne Doherty, and Jean Cleary, v. Linda Alice Cournoyer, 2003NSSC092Date: 20030507 Docket: 166177 Registry: Halifax Between:Warren Wright, Blaine Arthur Wright, Murray Allison Wright, Brenda Anne Doherty, and Jean Cleary Plaintiffs v.Linda Alice Cournoyer DefendantJudge: The Honourable Justice Frank EdwardsHeard: April 15, 16 & 17, 2003, in Halifax, Nova ScotiaCounsel: Ms. Helen L. Foote, for the Plaintiffs Colin D. Bryson, Esq., for the DefendantBy the Court:[1] The Plaintiffs seek a detailed accounting from their sister of her dealings with their mother’s financial affairs pursuant to a Power of Attorney.
The Plaintiffs are five of the children of Bessy Marion Wright who died on August 8, 1999, at the age of 86.
From 1992 until her death, Ms. Wright lived with her daughter, Linda Cournoyer, the Defendant.
[2] On November 12, 1992, Ms. Wright gave the Defendant a general Power of Attorney.
As well, from 1992 onward, the Defendant’s name was also on Ms. Wright’s bank account.
The bank account was used solely for Ms. Wright’s money, there being no co-mingling of any of Ms. Cournoyer’s money in this account.
All monies that remained in this account at the time of Ms. Wright’s death were transferred to an estate account.
[3] Ms. Wright executed her last Will and Testament on December 13, 1996.
Probate of the Will was granted to Linda Alice Cournoyer as Executrix on September 29, 1999.","The applicant landowner sought to register a declaration with the respondent respecting a condominium property, which was subject to a right of way in favour of all the original landowners.
An adjacent landowner refused to consent to the declaration.
The applicant sought a declaration that the consent of the adjacent landowner was not required.
Granting the application,
that the word 'encumbrance' as defined in s.3(1)(o) of the Act involves a security feature and as there is no security feature to a right of way, unlike a mortgage or lien, it is not an encumbrance.
The consent of the adjacent landowner, who had a right of way over a servient tenement, was not required.","[2, 3, 4, 1, 5, 6, 7, 8, 0]"
576,"Date: 19990531 Docket: CA154851 NOVA SCOTIA COURT OF APPEAL Glube, C.J.N.S., Chipman and Pugsley, JJ.A.
; Glube, C.J.N.S.
and Chipman, J.A., concurring.
Pugsley, J.A.
: [1] This appeal involves consideration of s. 31(1) of the Probate Act, C. 359 R.S.N.S.(1989).
It also involves consideration of a request from both counsel for the respondents that the appeal be dismissed with costs to be awarded on a solicitor and client basis.
Background [2] Dorothy Crouse, a widow of Lunenburg, in her last will of September 16, 1995, appointed Edmund R. Saunders, the appellant, sole executor of her estate.
She died on September 13, 1997.
[3] Mr. Saunders had practised law for in excess of forty years before his retirement in the early 1990's.
[4] The will was submitted to probate on September 15, 1997.
The residue of the estate was left to Ms. Hendry, and her brother, in equal shares.
[5] On September 4, 1998, Mr. Saunders wrote the residuary legatees stating, in part: Enclosed please find copies of the account and citation.
Kindly review the account carefully and advise of any errors.
I am confident that there are no errors, but I would appreciate your review advice.
Apparently no funds were available to respond to that direction.","The applicants sought a stay of proceedings pending review of an arbitration award.
The union had alleged the employer violated the collective agreement by the way positions for the rank of lieutenant were filled in the fire department two years prior.
As a result of the arbitration award, several lieutenants were demoted to the rank of firefighter.
Denying the stay,
that (1) there was no arguable issue to be tried on appeal; (2) there was no evidence the applicants would suffer irreparable harm if the stay were not granted; (3) the balance of convenience weighed against the applicants; and (4) there were no exceptional circumstances.","[2, 3, 4, 5, 14, 0, 10, 15, 9, 8, 13, 6, 7, 12, 22]"
577,"IN THE SUPREME COURT OF NOVA SCOTIA Citation: McGean Estate (Re), 2008 NSSC 145Date: 20080512 Docket: Probate No: 20,357 Registry: SydneyIn the Court of Probate for Nova ScotiaIn the Estate of David McGean, Deceased Judge: The Honourable Justice Frank EdwardsHeard: March 31 and April 25, 2008, in Sydney, Nova ScotiaCounsel: Andrea Rizzato, for the applicants Elizabeth Cusack, Q.C., for the respondent By the Court:[1] This is an Application for an Order removing Joan McGean as one of the Personal representatives of the Estate of David Raphael McGean.
[2] Introduction: David Raphael McGean died intestate on May 3, 2007 in North Sydney, Nova Scotia.
The Applicant, Theresa McGean, and the Respondent applied for a Grant of Administration by application, dated May 4, 2007.
By Grant of Administration, issued by the Court of Probate for Nova Scotia, the Applicant Theresa McGean, and the Respondent were appointed Co-Administratrices of the Estate of David Raphael McGean.
[3] The intestate, was employed by Marine Atlantic Inc. for approximately thirty-one (31) years.
1985, c.32 (2nd Supp.
), and therefore, began paying survivor benefits to her.
As a result of the survivor benefits being paid to the Respondent, the Estate received no monies from Marine Atlantic Inc.","A large diseased elm tree fell on a truck and injured the plaintiff driver.
For some years prior to the accident, the defendant had operated a hazardous tree removal program.
An inspector had examined the tree that fell.
The inspector had no expertise relating to trees or their diseases, nor did his immediate superior.
For the plaintiff,
that there is a prima fade duty of care owed by the Department of Transportation to users of highway against reasonably foreseeable hazards, including the falling of trees onto the highway.
Further, the defendant had a duty to use a reasonable standard of care in the operation of the hazardous tree removal program.
The defendant was negligent in failing to train the inspector properly.
The Court referred at length to the Supreme Court of Canada decision in Just v. British Columbia.
The defendant's claim against the third parties (owners/occupiers of property on which tree stood) was dismissed.","[1, 2, 4, 3, 7, 0, 8, 9]"
578,"IN THE SUPREME COURT OF NOVA SCOTIA Citation: Finlayson Estate (Re), 2008 NSSC 58 Date: 20080228 Docket: Probate No.
14525 Registry: Truro In The Matter of: Margaret Finlayson, Deceased- and -In the Matter of: The Application of Alex D. Finlayson, Executor, and Elaine Brooks, Respondent, with respect to certain Royal Bank of Canada share certificates/securities- and -In the Matter of: The Application of Elaine Brooks for the Removal of Alex D. Finlayson as the Executor of the Estate of Margaret Finlayson, Deceased Judge: The Honourable Justice Arthur J. LeBlancHeard: December 19, 2006, in Truro, Nova ScotiaFinal Written Submissions: May 4 and 15, 2007Oral Decision: April 27, 2007Written Decision and Decision on Costs: February 28, 2008Counsel: William L. Ryan, Q.C., for the Applicant Melinda J. MacLean, Q.C., for the Respondent By the Court:[1] The applicant, Elaine Brooks seeks an order removing the executor, Alexander Finlayson, pursuant to s.61(1)(b)(v) of the Probate Act.
The executor is the husband of the testator, Margaret Finlayson, and was designated as the sole executor in her will in December 2000.
The applicant, a niece of the testator, is the alternate executor.
Mrs. Finlayson died on April 15, 2004.
Probate was granted on July 8, 2005.
I gave an oral decision stating my disposition of this matter on April 27, 2007.
Background[2] At the time of her death, Mrs. Finlayson was a registered owner of certain Royal Bank of Canada shares.
These shares were held in joint tenancy with the applicant.
Mr. Finlayson was discovery in connection with this application in March 2006.","Where on a charge of break, enter and theft, the trial judge agreed with the Crown that a conversation between a police officer and the appellant was inadmissible, but then effectively allowed the evidence by permitting the testimony of the police officer, and no voir dire had been held to determine if the conversation was admissible.
The appeal against conviction was allowed and a new trial ordered.","[2, 3, 0, 6, 4, 5, 11, 8, 7, 1]"
579,"CARVERDATES HEARD: JANUARY 29, 30, 31, FEBRUARY 1 & 2, 2001PLACE HEARD: BRIDGEWATER, N.S.
DATE WRITTEN DECISION FILED: MARCH 9, 2001COUNSEL: RUBIN DEXTER, for the Plaintiff ALAN J. STERN, Q.C., for the DefendantsFACTS: Oral contract for development and sale of landISSUES:1.
Was there an oral agreement for payment of a fixed commission between the parties?
2.
If there was an oral agreement, what were the terms?
3.
If there was an oral agreement, is such an agreement enforceable by the Plaintiff?
4.
5.
If the answer to No.
4 above is yes, what is the appropriate amount?
FINDING: There was an oral agreement for the payment of a fixed commission, there were definite terms, that the oral agreement was enforceable but in the alternative an award of unjust enrichment was made to compensate for work done.
[2] At the end of the trial, the Plaintiff asked to withdraw his claim against the Defendant Sonia Murphy.
Same was granted.
As to costs which were sought by defence counsel, I reserved upon that issue until a later date.
ISSUES:1.
Was there an oral agreement for payment of a fixed commission between the parties?
2.
If there was an oral agreement, what were the terms?
3.
If there was an oral agreement, is such an agreement enforceable by the Plaintiff?","The plaintiffs original application was supported by her solicitor's affidavit.
The Defence wanted the solicitor removed.
The solicitor agreed to withdraw from the original application but wanted to appear on the Defence's interlocutory application to strike.
Ordering the solicitor not to continue in the original or any related applications,
that a lawyer has a duty not to give evidence in a matter in which he or she is involved as counsel except in merely formal or uncontroverted matters.
Here the applications were so closely related that where it was improper to act in one, it was improper to act in the other.","[5, 7, 4, 3, 1, 6, 8, 16, 10, 12, 17, 11, 18, 21, 23, 20, 19, 15, 22, 2, 13]"
580,"IN THE SUPREME COURT OF NOVA SCOTIA Citation: Pottie v. Nova Scotia (Real Estate Commission), 2005 NSSC 177Date: 20050627 Docket: S.H.
223574A Registry: Halifax Between: Pat Pottie Appellant v.The Nova Scotia Real Estate Commission Respondent Judge: The Honourable Justice Gregory M. Warner.
Heard: June 9, 2005, in Halifax, Nova Scotia Counsel: J. Brian Church, Q.C., counsel for the Appellant.
Alan J. Stern, Q.C., counsel for the Respondent.
By the Court:[1] Pat Pottie, a licensed realtor, appeals the finding of unprofessional conduct made by a discipline sub-committee (“Committee”) of the Nova Scotia Real Estate Commission (“Commission”), and the sanctions imposed, including a two year license suspension and order to pay costs of $9,980.08.
[2] Four grounds of appeal are set out:(a) the decision was quickly made which did not reflect the time needed to consider the totality of the evidence presented.
(b) the decision of the Commission was arbitrary and contrary to the principles of natural justice resulting in a denial of the principles of fairness.
(c) the Commission erred in law by having no juristic basis to apply such a harsh and severe penalty.
(d) The penalty of the board was excessive having regard to this case.
[9] The Commission did not drop the matter and continued the investigation.","Members of the Association of Professional Engineers who were also SIAST employees challenged the statutory provisions and collective bargaining agreement whereby they were compelled to become members of the SGEU.
In Queen's Bench it was held that the statutory provisions which created two bargaining units for institute employees and required certain employees to be union members did not violate s.2(d) of the Charter.
Appeal dismissed","[3, 5, 8, 7, 6, 0, 1, 2, 22, 4]"
581,"That order allowed the Tenant the sum of $787.50 against the Landlord as compensation arising from what the Director found to be a breach of the statutory condition to provide a premises suitable for habitation.
In particular the Director found that the Landlord allowed mouldy conditions in the premises to develop and failed to rectify same, with the result that some of the Tenant’s belongings were ruined.
[2] The Landlord did not attend the hearing before the Director.
It appears that she missed it inadvertently, and she appeals to this Court against the findings.
[3] The Tenant produced considerable evidence to substantiate that the basement in her unit was damp and riddled with mould, with the result that a number of items of furniture, an area rug, various boots and articles of clothing were ruined.
She also produced evidence in the form of medical letters to the effect that her children suffer from asthma and ought not to be exposed to mouldy conditions.
She further testified that her own breathing was affected by the mould, despite never having had breathing problems.
[4] When the mould first began to develop the Tenant called the relevant Halifax Regional Municipality office which sent a bylaw enforcement officer to investigate.","FIAT An application was taken under s.180(2) of the Bankruptcy and Insolvency Act to set aside a bankrupt's discharge on the basis that it was obtained by fraud.
A Queen's Bench Chambers Judge dismissed the application.
This decision was appealed.
HELD: Appeal dismissed.
1)The Court found no error in the trial judge's determination.","[2, 3, 1, 4, 5, 6, 7, 8]"
582,"[2] This is an appeal by the Landlord from an order of the Director dated August 31, 2009.
That order effectively permitted the Tenant to convert what had been a year to year lease into a month to month one.
It also denied the Landlord’s request that the tenancy be deemed to have terminated because the Tenant effectively refused to renew for another year.
[3] The Landlord (specifically its president, Mr. Lorimer) and the Tenant are relatively sophisticated parties, and this tenancy concerns a high-end flat in south-end Halifax which is occupied by the Tenant and two other individuals.
[4] The original lease ran from September 1, 2007 to August 31, 2008, and was renewed for one year.
(2) A fixed‑term lease ends on the day specified in the lease and, if a tenant remains in possession with the consent of an owner, the lease is deemed to have renewed itself on a month‑to‑month basis.
(4) Where a tenant makes a written request pursuant to subsection (3), the landlord shall respond within thirty days of receipt thereof, otherwise consent is deemed to be granted.
[5] The Landlord responded within thirty days and refused to consent, giving his reasons why he believed that it was not in his interest to have a month to month tenancy.","The City applied for an interlocutory injunction restraining the Defendant Unions from engaging in unlawful picketing.
The City alleged that the members of the Defendant Unions obstructed and/or blocked entrances to and/or exits from various premises of the plaintiff including, inter alia, its Electrical Distribution Department, its Water and Pollution Control Department and its Water Treatment Plant thereby interfering with the plaintiff's statutory and contractual obligations to provide essential services to its citizens and others, and, as well, created a danger to the health and safety of its said citizens and others.
The Defendant Unions did not file any materials.
HELD: Application allowed.
On the whole of the evidence the court was satisfied that the applicant had raised a substantial question to be tried, had established a prima facie case, was in danger of suffering injury which could not adequately be compensated for by the award of damages in money, and that the balance of convenience in the matter favoured the applicant.","[1, 2, 3, 4, 5, 7, 9, 10]"
583,"NOVA SCOTIA COURT OF APPEAL Citation: Dixon v. Nova Scotia (Public Safety), 2011 NSCA 15Date: 20110203 Docket: CA 343192 Registry: Halifax Between: Delilah Delores Dixon and Peter Sheldon MacKinnon Appellants v.The Director of Public Safety Respondent Judge: The Honourable Justice David P.S.
Farrar in ChambersMotion Heard: February 3, 2011, in Halifax, Nova ScotiaHeld: Motion granted.
Counsel: Tony Mozvik and James Snow, for the appellants Glenn Anderson, Q.C.
and Terry Potter, for the respondent Decision:[1] The appellants, Delilah Delores Dixon and Peter Sheldon MacKinnon, seek leave to appeal and appeal from the decision of The Honourable Justice Patrick J. Murray reported as 2011 NSSC 5 (CanLII) and Order dated January 18, 2011.
[2] The order requires the appellants to vacate their home at 1437 Bay St. Lawrence Road, Aspy Bay, Nova Scotia, for a period of 70 days beginning at 12:01 p.m. on February 4th, 2011.
[3] By notice of motion dated January 28, 2011, the appellants move for a stay of the provisions of the Order requiring that the premises be vacated.
The stay is sought pending this appeal.
Background[4] The appellants with their three children, D. age 7, T. age 4, and J.R. age 1 reside at 1437 Bay St. Lawrence Road (the Property).
2006, c. 6 (the Act).","The accused, a young offender, was convicted of escaping lawful custody, theft of property valued in excess $1,000.00, dangerous driving and being in possession of stolen property.
A Provincial Court Judge sentenced him to 5 months closed custody concurrent with a sentence of 9 months open custody which he was serving at the time of his escape.
The Crown appealed.
HELD: Appeal allowed.
1)The accused had a lengthy record as a young offender and turned 18 two days after the commission of the last of the offences for which he was being sentenced.
2)The Court substituted a sentence of 12 months closed custody, concurrent with the 9 months open custody which he was already serving.","[1, 2, 0, 5, 6, 3, 4, 9, 7]"
