,generated_summary,oracle,idxes
506,"                        IN THE SUPREME COURT OF NOVA SCOTIA
                        Citation: Goodman Rosen Inc. v. Sobeys Group, 2002 NSSC 264
                                                                                              Docket: SH 188355
                                                                                                 Registry:  Halifax
                                             Goodman Rosen Inc.                                    Plaintiff
                                              Sobeys Group Inc.
                                                                                                            Defendant
As regards procedural fairness, I agree that the time frames provided by the rules for the average case are inappropriate here.
I have a proposition to propose to Sobeys.
My proposal respecting adjournment would take us, I suspect, a few months away from now giving Sobeys sufficient opportunity to deal with those issues but commensurate with what you would expect with an application.
I would propose to set a timetable for conduct of discoveries, production by the receiver of any documents the receiver may be able to find, etc.
I would propose ordering that the affidavits and exhibits in the Shoppers case should become evidence in this case.
I would, as I say, require the receiver to make productions, and I would allow the receiver also to make discoveries and to produce further evidence if it chose to do so .
Or, I can give my decision on the interpretation of the Sobeys lease and the application for a permanent injunction.
I assure the parties that I have come to no conclusion on either of those at this time.","The defendant had a 25 year lease in a shopping centre which provided that the defendant would only use the premises for the purposes of the business of the retail sale of a complete line of food products, as well as general merchandising, as carried out by the rest of the majority of its stores.
The defendant proposed to open a pharmacy on the premises.
Another tenant in the shopping centre already operated a drug store and their lease provided that no other tenant would operate a drug store in any part of their premises.
The other tenant brought an application for a interim injunction against the defendant.
The receiver of the shopping centre also brought an application for a declaration that the defendant could not operate a pharmacy on its premises.
The defendant objected to the receiver's application on the basis that it involved controverted issues of fact requiring a trial.
Application for interim injunction dismissed on the basis that the applicant had not established irreparable harm; the receiver's application could proceed as an application as the potential for a factual dispute was insubstantial; defendant provided with the option of either accepting an adjournment to allow time for further investigation, the conduct of discoveries and the presenting of any further evidence or moving for the court's further consideration.","[0, 169, 1, 168, 166, 2, 4, 3, 167, 6, 165, 163, 5, 161, 159]"
507,"IN THE SUPREME COURT OF NOVA SCOTIA
J. Colleen Killorn,                                                                                                      Plaintiff                  
Solicitor for the Defendant
and Nancy G. Rubin
1.          BACKGROUND
J. Colleen Killorn, in her statement of claim, filed September 9, 1993 seeks a declaration of wrongful dismissal and damages including commissions and remuneration in lieu of reasonable notice, mental distress and punitive damages.
Additionally she claims commissions due under her remuneration terms of her employment.
Paragraphs 8 and 9 of the defence specifically state:
""8.                On termination of her employment, the Plaintiff was offered $14,000, less statutory deductions, in lieu of notice.
If the jury determines that the agreement is oral, then it is for them to determine the contents and, after receipt of proper instruction, to determine whether there has been a breach and the quantum of damages.""
and also at p. 280:
“              As noted earlier, merely because it is difficult to explain to the jury the law to be applied to the facts is not grounds for disentitling a party to its substantive right to have a jury, as its trier of facts.
The application is therefore denied.""
       COSTS
The plaintiff shall have her costs of this application taxed in the amount of $500 inclusive of disbursements payable forthwith.","This was an application by the defendant to strike the plaintiffs Notice of Trial With a Jury in a wrongful dismissal action.
The notice had been outstanding for more than 10 months at the time the application was made, and a trial date had been set seven months prior to the application.
Dismissing the application with costs,
that, after a review of the law and the facts in this case, the defendant had not met the onus of establishing that the plaintiff should have her prima facie entitlement to a jury trial denied.","[130, 0, 17, 18, 128, 19, 22, 129, 127, 20, 126, 16, 125, 1, 23]"
508,"BRIAN STEARS
BRIAN A. MacLEAN
DECISION:               June 28th, 2001 (Orally)
RELEASE OF
DECISION:               July 19th, 2001
COUNSEL:            Michael F. LeBlanc, for the Applicant/Defendant
Charles J. Ford and Rebecca Gasek (articled clerk), for the Applicant /Defendant (for oral decision only)
Paul McLean, for the Respondent/Plaintiff
In paragraph 3 he states when he left for work the dog was on a chain, sometimes children in the neighbourhood let his dog off the chain to play.
Further his dog may have broken his chain.
But to his knowledge the dog had never ventured onto the road.
[12]           I find the defendant's affidavit does not set out acts upon which in the words of Ives v. Dewar would clearly indicate he had a good defence to the action on the merits; not necessarily a defence which would succeed at the trial because the action was not being tried on the application, but facts which would show beyond question that there was a substantial issue between the parties to be tried.
REASONS FOR DELAY
         Mr. MacLean has not given any reasons for not filing a defence in this proceeding, other than his assertion that the originating notice (action) and statement of claim were not served on him.
I award costs to the plaintiff respondent in the amount of $500.00, payable forthwith.
Richard Coughlan, J.","The respondent entered a default judgment against the applicant and issued an Execution Order.
The applicant applied to have the default judgment set aside on the basis that the Originating Notice and Statement of Claim were never served upon him.
Application dismissed;
on the evidence the documents were served upon the applicant; even though the experienced process server had no independant recollection of service, he swore an affidavit of service which was accepted.
The applicant did not meet the test of a fairly arguable defence and gave no other reasons for not filing a defence other than his allegation that the documents were not served upon him.","[57, 50, 1, 3, 7, 8, 51, 9, 56, 48, 47, 10, 49, 11, 6, 46]"
509,"NOVA SCOTIA COURT OF APPEAL
Citation: Hogeterp v. Huntley, 2007 NSCA 75
Docket: CA 277641
Registry: Halifax
Theodore Hogeterp
Appellant
Judges:                           Roscoe, Saunders and Oland, JJ.A.
It is not for the motions judge to resolve the issue. [emphasis added]
The order of the chambers judge should be confirmed, although for different reasons.
I would grant leave to appeal but dismiss the appeal.
[43]         Rule 41A.09(1) provides costs consequences for the failure to accept an offer to settle that is more favourable than that ordered after trial.
The respondents have not pointed to any case determining that Rule 41A.09(1) is applicable to offers to settle appeals.
Assuming without deciding that it is applicable, I would decline to order double party and party costs from the date of the offer in this case.
As noted above, the appellant raised arguable issues and it is apparent that the chambers judge did not apply the test for summary judgment correctly.
Furthermore, the offer to settle, involving waiver of costs of the application and those that might be ordered after appeal, was for an insignificant amount in comparison to the amount of money ultimately at issue here.
I would order that the appellant pay costs to the Larkin respondents in the amount of $1,500 plus disbursements and also to the Huntley respondents in the amount of $1,500 plus disbursements.
Concurred in:","A single vehicle accident occurred when the driver swerved to avoid hitting a dog that ran onto the highway.
An action was brought against both the driver and the farmer who owned the land on both sides of the highway on the basis that the farmer owned the dog in question and was negligent in failing to keep it off the highway.
The farmer contended that although he owned a dog, it was tied to a tree at the time and his was not the dog that had run onto the highway.
When his application for summary judgment was dismissed, the farmer appealed.
Appeal dismissed.
At this stage of the proceedings, it was not necessary for the plaintiffs to prove that the defendant's dog contributed to the accident or the truth of the statements and evidence attached to the affidavit.
It was only necessary to show that the facts were contested, there was some evidence to support their version of events and, if their evidence was accepted by the trier of fact, their action had some merit.
Although the judge appeared to blur the two parts of the test on a summary judgment application, the Court found that the farmer failed to meet the first part of the test; namely, that there was no genuine issue of fact for trial as there was conflicting evidence as to the identity of the dog involved.","[260, 1, 0, 263, 261, 2, 5, 258, 253, 3, 257, 254, 9, 4, 259, 249, 262]"
510,"                        IN THE SUPREME COURT OF NOVA SCOTIA
                            Citation: Jeffery v. Naugler, 2006 NSSC 43
                                                                                                 Registry:  Halifax
                                              Girth Ruth Jeffery
Judge:                           The Honourable Justice M. Heather Robertson
In my view, no trial judge or jury properly instructed would make a finding of negligence against the defendant driver, having considered the body of evidence that is before me, in this application.
The plaintiff has therefore failed to show that this claim has any real chance of success.
The plaintiff cannot resist this summary judgment application by simply asserting that there are matters of the plaintiff’s credibility that can only be decided by a trial judge.
The plaintiff must demonstrate that if the matter proceeded to trial there would be a remedy available to her.
No evidentiary foundation has been laid to support or underpin the allegations made in the pleadings, apart from the plaintiff’s bare allegation.
The defendant should not be required to bear the expense of a trial where the result is a foregone conclusion that he would not bear liability for this mishap.
The defendant shall have summary judgment and costs for this application.
In the absence of agreement by the parties the court is prepared to address the issue of costs.
Justice M. Heather Robertson","The plaintiff alleged that a small piece of metal seen dangling from beneath the defendant's tractor trailer flew out from under the trailer as it passed the plaintiff's vehicle and hit her engine hood, bounced in the open window and caused her to lose control of her vehicle.
She suffered injuries to her hands, arm and shoulder as she brought her vehicle under control.
The defendant applied for summary judgment, presenting expert's reports to show that the metal did not come from his vehicle, nor upon inspection was there any location from which it might have dangled.
Application for summary judgment granted;
the defendant met the threshold test and the plaintiff failed to adduce any evidence beyond a bare allegation that this claim had a chance of success.
The plaintiff cannot resist a summary judgment application by simply asserting that there are matters of the plaintiff's credibility that can only be decided by a trial judge.","[136, 138, 0, 1, 137, 135, 134, 133, 2, 132, 131, 5, 3, 130]"
511,"                        IN THE SUPREME COURT OF NOVA SCOTIA
                           Citation: Fournier v. Green, 2005 NSSC 253
                                                                                                 Registry: Sydney
                                                Michelle Fournier
                                                                                                               Plaintiff
Defendant
Judge:                           The Honourable Justice Simon J. MacDonald
On the information provided to the Court from both parties it is conceivable with the material before me, the plaintiff’s injuries could be described as minor.
Thus, a Court should be extremely cautious in approaching an award in this particular category in the absence of significant medical evidence which would clearly establish this injury classification could be overcome.
It must be recalled that under the legislation the onus is on the plaintiff to prove any injuries she sustained are not minor in nature.
On a review of the material supplied for this application, I am not satisfied  this is an appropriate case to order an interim payment at this point in time and I decline to do so.
In my opinion, to assess any amount of interim payment on the facts presented would be a most difficult task and would only be a haphazard guess.
This is not a basis to fix an interim payment.
However, as I said before, I would order summary judgment be entered against the defendant with damages to be assessed.
Each party having been partially successful, I would order no costs to either side.
Order accordingly.","The plaintiff in a rear end motor vehicle accident applied for summary judgment and an interim payment.
The defendant argued that there was an arguable issue to be tried in that even if one accepted the plaintiff's evidence, there was the issue of contributory negligence to be considered.
The defendant also argued that he did not see any brake lights on the plaintiff's vehicle and thus there was an issue as to whether or not they were working.
Application for summary judgment granted as to liability with damages to be assessed; application for interim payment dismissed.
There was no 'air of reality' to the defence; to strike the plaintiff's vehicle from behind on these facts meant that the defendant was travelling too close or didn't have proper care or control of his vehicle.
However, the affidavit evidence showed that there were several other factors affecting the plaintiff's health besides the injuries sustained in the motor vehicle accident; serious issues existed between the parties at to whether or not the plaintiff's injuries sustained in the motor vehicle accident resulted in any ongoing inability to work in any capacity; any amount of assessed damages which might be arrived at would largely depend upon credibility and the medical evidence at trial.","[0, 1, 114, 116, 115, 4, 110, 113, 2, 112, 6, 109, 3, 111, 7, 106]"
512,"IN THE SUPREME COURT OF NOVA SCOTIA
Citation: Pricewaterhouse Coopers Inc. v. County Realty Ltd., 2006 NSSC 132
Under the circumstances of this case, if the allegations contained in the statement of defence are correct, they would afford an answer to the bank’s claim.
II         LEASE TERM
The evidence advanced by Archie Snow in Cross-examination of his affidavit includes the following:
Page 8...
So, are you telling me that that didn’t have to do with that lease?
A.        Mr. MacNeil was never instructed to prepare lease forms.
Credibility relating to how a party conducts itself is relevant to the issue of costs.
I have no doubt that when Warner referred to having sold the inventory for $5,000. that whatever context he put it in, his intent clearly was to mislead the Trustee.
Similarly, his explanation that his employees when they removed part of the inventory in the white van, drove out towards Gabarus, somewhere more than 15 miles from the place on Charlotte Street where they were supposed to be relocating the inventory.
Mr. Warner suggests this was just a lark and that, I simply do not accept, it was clearly part and parcel of his attempt of County Realty Limited to mislead the Trustee and avoid the repossession.","When the trustee attended at the premises of the bankrupt, he found the bankrupt's inventory being loaded into a van by the landlord; after obtaining a consent order which allowed it to take possession of the assets for the purposes of compiling an inventory, the trustee brought an application for summary judgment against the landlord.
Application for summary judgment granted.
The evidence showed that only an offer to lease had been made, with no lease agreement ever having actually been signed, and that the individual with whom the landlord had dealt was only intended to be a guarantor and never a tenant.","[0, 87, 89, 90, 190, 188, 92, 1, 187, 43, 93, 189]"
513,"                              NOVA SCOTIA COURT OF APPEAL
         Citation: Milne v. Twin Mountain Construction Ltd., 2003 NSCA 41
                                                                                             Docket: CA 187910
                                                                                                 Registry:  Halifax
                                  Norma Milne and Murray Tweedie
                                                                                                            Appellants
                                  Twin Mountain Construction Limited
                                                                                                          Respondent
Judges:                 Roscoe, Bateman and Hamilton, JJ.A.
Appeal Heard:      April 11, 2003, in Halifax, Nova Scotia
It is difficult to conceive of what additional information the appellants need at this stage.
The respondent has specified the type of damages that it seeks.
The necessity for particulars must be evaluated taking into account the nature of the action and the timing of the demand in the context of the Civil Procedure Rules as a whole.
There are other Rules (for example Rules 18, 19 and 20) which can be utilized by the appellants to discover the underlying details of the damage claim.
The matter on appeal is an interlocutory, discretionary decision of a Chambers judge.
The standard of review is a simple but stringent one.
This Court will not interfere unless wrong principles of law have been applied or patent injustice would result.
I am not persuaded that either is the case.
It is my view that this interlocutory appeal is unnecessary and completely without merit.
I would dismiss the appeal with costs to the respondent of $1500 inclusive of disbursements.
Concurred in:","The plaintiff company sued the defendants for negligent misrepresentation and breach of contract alleging that the defendants sold it a piece of land smaller than what it was represented to be.
The plaintiff intended to excavate and sell sand from the land and claimed damages including loss of profits due to the smaller amount of sand available.
Before filing a defence the appellants demanded particulars of the alleged lost profits.
The plaintiff refused to provide particulars and the chambers judge dismissed the appellants' application for an order compelling particulars.
,appeal dismissed;
the appellants had not challenged the sufficiency of the pleadings; no case was made out that the appellants required the particulars in order to file a proper defence to the action. 
There were other rules available to the appellants which could be utilized to discover the underlying details of the damage claim.","[0, 54, 53, 1, 52, 2, 50, 3, 51, 5, 49, 4, 48, 47, 6, 7, 46, 8, 45, 9, 44]"
514,"-     the action set out in the statement of claim is sustainable as the appellants acted in breach of their public duty;
-     section 7 of the Public Inquiries Act is ultra vires the Nova Scotia Assembly under the Constitution Act, 1867, because it would have the effect of elevating the members of the Board to the status of s. 96 judges.
Should the ratio in Rivard be construed narrowly?
These comments, in my opinion, are directed to the immunity of provincially constituted inferior tribunals at common law, and are not relevant to the present issue which is concerned with a specific statutory immunity equivalent to that of a judge of a superior court, or as expressed here, a judge ""of the Supreme Court"".
The Issue of the Breach of Public Duty
The cases cited in support of this submission are distinguishable, in my opinion, as they deal with the concept of absolute, or unfettered, discretion or authority, rather than the principle of absolute immunity.
In each of the three cases, relied upon by Future Inns, (McGillivray v. Kimber, 1915 CanLII 608 (SCC), [1915]
52 S.C.R. 146; Roncarelli v. Duplessis, 1959 CanLII 50 (SCC), [1959]
I would allow the appeal, strike out the originating notice and statement of claim, except for the allegations against Mr. Darby.
Under the circumstances, I would not award costs to any of the parties.
Concurred in:","The appellants motion to strike the respondent's statement of claim was dismissed on the ground that questions of law are not matters to be brought before the court on an application to strike.
The Chambers judge also accepted the respondent's submission that the extent of the immunity of administrative boards and their members from actions such as this based on their alleged malice and bad faith is, as yet, unclear in Canada.
Allowing the appeal in part,
that the Chambers judge erred when he concluded that all questions of law, including questions where the law is clear, should not be brought before the court in an application to strike, when he concluded that the constitutional question posed by the respondent had not yet been answered by the courts, and when he determined that the extent of the immunity of the appellant Board and its members, except for the Chair, was unclear.
The appeal was allowed with respect to the action against the Board and the individual members, apart from the Chair.","[331, 363, 332, 362, 361, 333, 316, 330, 334, 314, 315]"
515,"NOVA SCOTIA COURT OF APPEAL
Chipman, Roscoe and Pugsley, JJ.A.
Appellant
- and -
Appeal Heard:                  April 4, 1996
Judgment Delivered:      April 4, 1996
THE COURT:
The reasons for judgment of the Court were delivered orally by
This is an appeal from a decision of a judge of the Family Court declining to rescind an order in 1993 for permanent care and custody of the appellant's granddaughter.
The basis on which the application was made to the Family Court was that the appellant consented to or agreed with the 1993 order on the faith of the agency's then plan of care which envisaged that adoption plans would be initiated by the appellant.
Unfortunately, the adoption plans did not materialize because the agency lost confidence in the appellant's parenting skills.
The procedure adopted by the appellant is, as the respondent said, ""an effort to compel a retrospective consideration of the past circumstances of [the child], rather than an assessment of her present circumstances"".
The appeal is dismissed without costs.
Concurred in: 
PROVINCE OF NOVA SCOTIA
- RESPONDENT
DECISION
HEARD BEFORE:      THE HONOURABLE CORRINE E. SPARKS 
ANGELA ATWOOD-BREWKA, COUNSEL FOR S.F.
NOVA SCOTIA COURT OF APPEAL
Appellant
- and -
FOR
JUDGMENT BY: ","This was an appeal from a Family Court decision declining to rescind an order for the permanent care and custody of the appellant's granddaughter.
She relied upon Civil Procedure Rules 15.07 and 15.08.
Dismissing the appeal,
that the appellant's application was an effort to compel a retrospective consideration of past circumstances of the child rather than an assessment of her current circumstances.
The proper remedy would be for the applicant to apply for a termination of the order under s. 48 of the Children and Family Services Act.","[79, 73, 0, 1, 10, 2, 62, 72, 13, 61, 11, 55, 78, 74, 63, 71, 14, 9, 3, 53, 52, 51, 15, 16]"
516,"                              NOVA SCOTIA COURT OF APPEAL
                               [Cite as: Madore v. Ibrahim, 2002 NSCA 46]
The appellant is correct in stating that CPR 19 does not state that a non- party witness can object to answering an interrogatory on the basis it calls for an opinion.
    CPR 19.03(2) provides that “an objection to answering any interrogatory may only be taken on the ground of privilege or that it is not relevant to the subject matter involved in the proceeding . . .”
( underlining added)
In some circumstances a non-party may be required to answer interrogatories that require an opinion.
In some cases the distinction between fact and opinion may not be clear.
Gratt v. R (1982), 1982 CanLII 33 (SCC), 31 C.R. (3d) 289 (S.C.C.)
This decision expressly does not deal with the issue of physicians who are co-defendants or non-party physicians who have not subsequently treated a party to the litigation.
    I am satisfied the chambers judge did not err in providing in the order that in the event the appellant serves further interrogatories or requests discovery of Dr. Miller, the appellant will pay Dr. Miller’s reasonable hourly rate.
Accordingly, leave to appeal is granted and the appeal is allowed in part as hereinbefore provided.
Since success on the appeal has been divided, there should be no order for costs.
Concurred in:","The plaintiff appealed an interlocutory decision in which the chambers judge held that a non-party medical doctor who had provided emergency treatment to the plaintiff did not have to answer certain interrogatories on the basis that they required an opinion.
The admitted purpose of the appellant was to use these answers as his expert evidence at trial.
Appeal allowed in part;
the chambers judge did not err in refusing to appoint the doctor as a court expert where he indicated that he did not wish to be an expert; the chambers judge did err in finding that opinion evidence is never required to be given.
Opinions that go into the formation of the doctor's judgment in diagnosing and treating the appellant are to be provided.
However, opinions typically asked of an expert witness with respect to the medical services provided by the respondent that were not formed as part of his diagnosis and treatment of the appellant are not required to be provided.
Interrogatories cannot be used to usurp the Rules surrounding the use of expert evidence.","[74, 114, 0, 1, 113, 112, 75, 76, 77, 78, 111, 110, 72]"
517,"NOVA SCOTIA COURT OF APPEAL
Citation:  L & B Electric Ltd.  v. Oickle, 2006 NSCA 41
Mr. Bunnell and the Company appeal the order permitting these alterations to the pleadings.
[3]              For the reasons hereinafter set out, I would grant leave to appeal, but dismiss the appeal.
On learning of this resolution, Mr. Oickle made the application that gives rise to this appeal.
The judge described the nature of the proposed derivative action:
With that in mind, I am satisfied that the proposed suit is in the interest of the company.
Terms
The fourth and last ground of appeal is whether the judge erred by imposing the terms he did on the derivative action, specifically the retention by Mr. Oickle of an accountant at the Company’s expense and requiring disclosure to the accountant.
    The judge ordered:
While it would have been preferable for the judge to have raised these specific terms with the parties more clearly to ensure he had their full input, his failure to do more than he did does not amount to reversible error.
Accordingly I would grant leave to appeal, but dismiss the appeal and order costs payable by the appellants to the respondents in the amount of $3,000 plus disbursements payable immediately.
Concurred in:","The plaintiff company commenced an action against a former employee/shareholder for breach of fiduciary and employee duty.
The shareholder defended and claimed that one of the directors had misappropriated funds from the company.
The shareholder later retained a new solicitor, who successfully applied to amend the defence to withdraw certain admissions and amend the counterclaim to add a shareholder oppression remedy and for leave to bring a derivative action.
The court found that, in the circumstances, the new counsel's assessment of his client's case was sufficient to allow the admissions in the defence to be withdrawn, the implied undertaking against the collateral use of discovery evidence did not apply because the pleaded material facts were the same facts material to the shareholder oppression action and the applicant bore an ordinary onus to establish the three statutory prerequisites.
The court also directed the employee to retain an expert and for the company to pay that expert and make all reasonable disclosure that the expert reasonably required.
The plaintiff company appealed.
Appeal dismissed;
there was evidence before the trial judge on which he could conclude that it was just that the admissions be withdrawn; with respect to the oppression remedies and the employee's status as a complainant, the wording of the earlier consent order could be interpreted as not suspending his rights as a former shareholder; there was a temporal connection between the impugned acts and his ownership of the shares and he had a sufficient interest in the oppression remedies.
The terms the judge imposed were within the broad discretion conferred by the Third Schedule of the Companies Act and there was no breach of natural justice by the imposition of them.","[0, 23, 430, 429, 22, 402, 403, 1, 428, 404, 399, 74, 222]"
518,"                      IN THE SUPREME COURT OF NOVA SCOTIA
a body corporate
                                                                                       BY COUNTERCLAIM
of Kentville, Kings County, Province of Nova Scotia
                                                                                       BY COUNTERCLAIM
COOKE, and CANADA MORTGAGE AND HOUSING
FAIRNESS
Fairness would dictate that such information be disclosed to Lee's opposing parties.
RETAINER
The terms of Mr. Muttart's retainer by Lee are not clear to me.
That was a concern that was in essence none of my business, and whatever business relationship these people wanted to have was entirely up to them and indeed had already been forged.
I was simply questioning to determine whether anybody wanted to revisit it and it was clear that they didn't and so we moved on.
CONCLUSION
On the basis of these various grounds I am prepared to order disclosure.
TERMS OF ORDER
The extent of the production sought in this application is too broad.
[31]         During Mr. Muttart's discovery he referred to two ""events"" when he may have warned or questioned Mr. Lee about the transaction in question and in particular Mr. Lee's business relationship with Mr. Christmas.
I direct that Mr. Muttart shall release any narrative within his accounting records which bear upon the timing or content of that advice, but not including any of the financial details of Mr. Muttart's professional services rendered to Lee.","The borrower in a mortgage foreclosure action counterclaimed against the lender and joined the insurer of the mortgage and experts he had retained for advice in the development on the basis of negligent misrepresentation.
During discovery of the borrower's former solicitor it was revealed that the solicitor may have given the borrower a warning that the financing arranged was inadequate.
No privilege was claimed during the discovery process.
The defendant brought an application for production of the solicitor's files and a copy of the borrower's employer and bank records intended to show his familiarity with business and financial affairs.
Application allowed in part; solicitor's files with respect to terms of solicitor's retainer and non-legal advice or services are to be produced; employer's and banker's records not to be produced.
The claim of negligent misrepresentation raised the question of reliance; evidence of knowledge would go to the borrower's state of mind and the solicitor's warning, if timely, would be relevant.
The conduct of the borrower's present counsel in making no objection at the discovery amounted to waiver.
There were no special circumstances existing with respect to the employer's and bank's records; the applicant made no effort to obtain the records until too late and the documents would have little, if any, relevance.","[0, 4, 223, 5, 232, 8, 221, 220, 197, 222, 9, 196, 13, 224, 198, 176, 219, 231]"
519,"IN THE SMALL CLAIMS COURT OF NOVA SCOTIA
Citation: Wickwire Holm v. Stephen, 2008 NSSM 39
Melanie Stephen, Self‑represented
By the Court:
INTRODUCTION: The Applicant, Wickwire Holm, has requested a taxation of the accounts that it issued to the Respondent, Melanie Stephen.
Otherwise, this was a fairly straightforward and uncomplicated taxation.
ANALYSIS OF THE LEGAL ACCOUNTS: I intend to consider Ms. Stephen's specific complaints regarding the legal accounts.
I will also consider the reasonableness of the accounts.
There can be no dispute that the accounts are lawful.
Ms. Stephen's first complaint is that she was ""overbilled.""
This fact is not easily explained but it was clear from the evidence that Ms. Stephen had actually wanted to stay in the matrimonial home indefinitely.
There was one final argument raised by Ms. Stephen that I will address.
Ms. Stephen argued that because she had been making payments on the accounts, the Applicant was therefore not permitted to seek to have its accounts taxed.
There is no authority of which I am aware that supports this argument nor is there any principled reason that I can think of to explain why such an argument should be sustained.
In the result, I am prepared to certify the accounts presented by the Applicant as filed and I will prepare a Certificate of Taxation to that effect.
Small Claims Court Adjudicator","The applicant law firm applied for a taxation of accounts in a complicated family law matter.
The client contended that there was obvious overbilling and that the solicitor was negligent in failing to specify in an interim Order the actual time at which she had to leave the matrimonial home.
Accounts as presented are certified;
there was no indication whatsoever of overbilling, whether with respect to legal fees or disbursements, and there was no negligence on the part of the solicitor as she had acted reasonably in relying on the representations of the husband's lawyer as to when the Order would be enforced.
It is not always necessary to examine every single entry in detail on a line-by-line basis; an overall view of the entries contained in an account can be taken when assessing reasonableness.
The temporal limitation of cross-examination is within the Small Claims Court's scope of discretion in special circumstances.","[13, 0, 210, 207, 148, 25, 206, 14, 149, 204, 205, 1, 150, 12, 151, 203]"
520,"IN THE SUPREME COURT OF NOVA SCOTIA
Defendants
This is a clear direction that in determining the amount of the interim payment, a limitation exists on such amount as the court thinks just.
“A reasonable proportion of the damages which in the opinion of the court are likely to be recovered by the plaintiff.”
Once the court has established an opinion as to what is likely to be recovered, it is mandated to take into account any relevant contributory negligence set-off, cross-claim or counter-claim for which the defendant may have an entitlement.
However, I urge the Board, in asserting its claim, to accommodate this application by acquiescing in a substantial amount of this interim payment being paid directly to Mr. Fowler.
Part of the rationale for the interim payment rule is to alleviate hardship of individual plaintiffs and it was designed to benefit plaintiffs personally in deserving cases.
I also observe that the Workers’ Compensation Board claim includes a 10% administration fee and a sizable amount for legal fees and disbursements which bear no connection whatsoever with the nature of the interim payment that I have ordered.
I encourage the Board to take these considerations into account in relaxing the immediate enforcement of its claim.","In a trial of liability only, jury found defendants to be entirely responsible for causing motor vehicle accident.
Plaintiff was found contributorily negligent and liability was apportioned 57.5% to defendant and 42.5% to plaintiff.
Plaintiff suffered significant injuries and plaintiff and spouse applied for interim payment of damages.
Application allowed in part; plaintiff awarded $250,000.00 as interim payment; spouse's application denied.
Once court is satisfied plaintiff has met threshold requirement of a judgment or admission of liability, it must strive with evidence before it to determine what damages are likely to be recovered by plaintiff and may then order interim payment if it thinks just, within limitation that it not exceed a reasonable proportion of the projected amount.
The greater the certainty of the final outcome of liability and the greater the strength of the evidence supporting the damages claim, the higher the proportion of damages that will be advanced.
There is nothing which precludes interim payment from being substantial amount in a proper case but court must be cautious to avoid any influence on eventual outcome of damage assessment.
Although there had not yet been discovery of plaintiff's doctors or an independent medical exam obtained, the plaintiff's injuries were largely demonstrated by clinically objective medical evidence and there was no evidence of any pre-existing condition.
In such circumstances, a substantial sum could be ordered.
Neither pre-judgment interest nor costs are to be considered by the court in such an application.
The evidence in support of the spouse's application was far too incomplete and had yet to be tested by defendants in discovery.
Court could not form opinion on what damages spouse was likely to recover.","[6, 33, 34, 0, 112, 110, 111, 36, 109]"
521,"IN THE SUPREME COURT OF NOVA SCOTIA
v. Nova Scotia (Attorney General), 2008 NSSC 18
It seems evident that The Turkey Board having refused to appear at the hearing because their request for adjournment had been denied, left council with no decision to make.
The merits of the case and the reasons for holding the “show cause” were  apparently never before the Council.
The Law:
The Applicant  proposes a highly restrictive view of what the Court may take into consideration on the two applications brought by the Board.
It is argued that affidavit evidence is only admissible if the record does not provide enough information regarding the issues in dispute.
All the relevant materials with respect to the statute and regulations, the practices of the Council and the Board, will assist in determining the jurisdictional questions, likewise the circumstances relating to procedural fairness demand adjudication.
It is to be hoped that the decision of this Court, when made will assist these two bodies in understanding their respective roles, their respective authority and assuring the rules of natural justice, with respect to adjournments or otherwise, are honoured.
The application to strike the two affidavits is denied for all the above reasons.","The defendant council, charged with the general oversight and administration of matters under the Natural Products Marketing Act, delegated certain authority to commodity boards such as the plaintiff.
The plaintiff requested that the defendant hold a show cause hearing to determine whether certain producers had contravened their licence but when a procedural breakdown occurred as to how that hearing would be conducted, with the plaintiff seeking and being denied an adjournment, the hearing was held without the plaintiff's participation.
The plaintiff brought an application for mandamus to compel the defendant to hold a new hearing and filed two affidavits providing some detail and background information as to its reasoning for its failure to attend the hearing and the parties' differing positions regarding their respective roles in the application of the management plan.
The defendant brought an application to strike certain of the affidavits filed by the plaintiff on the basis that they were an attempt to put evidence to the court on matters not forming part of the record.
Application to strike affidavits dismissed;
the Rules do not preclude the admission of affidavits on an application and, in the present circumstances, reason and fairness militated against ruling the affidavits inadmissible.
There was no authority for denying the parties the use of affidavits should this application proceed as a jurisdictional dispute and, should it proceed by way of an error of law on the face of the record, the affidavits were also admissible to complete the record.","[134, 82, 83, 0, 84, 133, 85, 2, 81, 132]"
