,generated_summary,oracle,idxes
421,"By: The Honourable Madam Justice Smith
The Honourable Mr. Justice Lane
[3] The charges arise out of collision in the early morning hours of July 27, 2003, between truck owned by the appellant and car driven by Tanya Bergen.
Accordingly, the sole issue at trial was whether it was the appellant or Ms McDermott who was the driver of the truck at the time the collision occurred.
[5] When the collision occurred, the truck, occupied by the appellant and Ms McDermott, rolled completely over, landing on its wheels.
When the first witnesses arrived at the scene, Ms McDermott was lying unconscious on the ground outside the passenger side of the vehicle.
Circumstances also vary widely in terms of the manner of driving, the degree of impairment, the previous criminal record in relation to alcohol related offences and whether, by way of mitigation, the accused has accepted responsibility and shown remorse.
The respondent had previous record of five previous convictions for impaired driving in addition to other offences.
[59] This Court indicated that the appropriate range of sentences for such offences was between two and seven years imprisonment and increased the sentences imposed from four to six years, concurrent.
The sentencing judge made no error of principle and the sentence was not demonstrably unfit.","The appellant was tried by Queen's Bench judge sitting alone and found guilty of operating a motor vehicle while his ability to operate the vehicle was impaired by alcohol, thereby causing death contrary to s. 255(3) of the Criminal Code, and causing bodily harm contrary to s. 255(2) of the Code.
He was sentenced to 5 years imprisonment after having been given credit of 1 year for the time served on remand.
The appellant appeals both his conviction and sentence.
On the conviction appeal the appellant raises a technical ground in relation to the manner in which the appellant was charged as well as issues of the propriety and fairness of the cross-examination of himself by Crown counsel, the admissibility of his criminal record at trial, and the admissibility of opinion evidence proved in the testimony of the Crown's expert witness on accident reconstruction.
He also argues that the trial judge failed to find that the fact that the appellant was impaired at the time of the collision was the cause of the collision and that his conclusion was unreasonable and against the weight of the evidence.
HELD: Appeal dismissed.
 1) The trial judge has a discretion pursuant to R. v. Corbett, [1988]
1 S.C.R. 670, to exclude prejudicial evidence of prior convictions in an appropriate case.
This discretion is exercised by the trial judge on the application of an accused at the close of the Crown's case.
See R. v. Underwood, [1998]
1 S.C.R. 77.
As such an application was not raised in this case, and the questioning about previous convictions by the Crown was not objected to when it occurred, and the issue of the appellant's previous alcohol related offences was raised in the appellant's own examination in chief, this court concludes that there is no basis for this Court to conclude that the cross-examination was inappropriate or that the evidence adduced was inadmissible.
 2) It is not proper for Crown counsel to ask an accused on cross-examination to explain the testimony of a Crown witness, and that it is highly unfair and prejudicial to require an accused to agree with a Crown witness or stigmatize that witness as a 'liar'.
Crown counsel should not have put these sorts of questions and the trial judge ought not to have permitted them.
Defence counsel did not object to them.
However, this Court is not satisfied that this error had any effect on the trial and this ground of appeal fails.
 3) The Crown elicited opinion evidence from Constable Gibson in the area of accident reconstruction.
No evidence was at any time offered as to his expertise to do so, other than his curriculum vitae, which was filed.
This witness's evidence as to how the bodies might have moved in the vehicle in the course of the collision and its aftermath, and in particular, his conclusory opinion that Ms. McDermott was the passenger and Mr. Bear the driver, ought not to have been received in the absence of a ruling that he was qualified as an expert in relation to those matters, and that his expertise was necessary in relation to the subject matter of his testimony, and that his opinion was based on facts before the Court. 4)
The appellant was charged and convicted with offences pursuant to s. 255(2) and s. 255(3) of the Criminal Code.
The appellant argues that conviction requires that the appellant has been charged with an offence pursuant to s. 253(a).
There is no merit in this ground of appeal.
Impaired driving causing death and bodily harm are routinely charged in this manner.
5) This Court's review of the cross-examination of the appellant supports the trial judge's assessment of it as unbelievable.
In light of the trial judge's findings of credibility, and the results of the DNA analysis of the samples taken, the evidence overwhelmingly supports the verdict reached by the trial judge that the appellant was driving.
The conclusory opinions expressed by Constable Gibson in relation to the movements of the occupants in the truck, and as to who was driving the vehicle, played no meaningful role in a conclusion that was, compelled by the remaining evidence.
Notwithstanding the errors apparent in the receipt of opinion evidence from Constable Gibson, there was no substantial miscarriage of justice.
The appeal from conviction is dismissed.
6) The trial judge did not commit any error of principle in coming to the conclusion that an appropriate sentence was 6 years imprisonment.
While the sentence is at the high end of the available range, it is not outside the range available in the circumstances of this case.","[12, 2, 336, 9, 0, 330, 328, 333, 21, 22]"
422,"THE COURT: Leave to appeal granted but appeal dismissed, per oral reasons for judgment of Matthews, J.A.; Clarke, C.J.N.S. and Hart, J.A. concurring.
The reasons for judgment of the Court were delivered orally by:
The appellant, after guilty pleas on April 17, 1990, was sentenced by Judge R. E. Kimball to eight months incarceration on each of seven counts of break, enter and theft into dwelling houses in the city of Dartmouth.
In his factum he adds a further ground: the disparity with the sentences for offences imposed upon his co‑accused, three months on each count, for a total of 21 months.
The first four of the offences occurred between February 12 and 21, 1990.
From March to 28, 1990, while awaiting sentencing set for April 17, 1990, the appellant and his co‑accused committed the other three offences.
The appellant is 22 years old, with Grade 8 education and single.
He has prior criminal record of nine convictions, including four break and enters.
IN THE SUPREME COURT OF NOVA SCOTIA
versus GREGORY MICHAEL JEWETT
Kimball DATE HEARD: April 17, 1990
PLACE HEARD: Dartmouth, N. S.
APPEAL ON SENTENCE
IN THE SUPREME COURT OF NOVA SCOTIA
APPEAL DIVISION
BETWEEN: GREGORY MICHAEL JEWETT
Respondent REASONS FOR JUDGMENT BY: MATTHEWS, J.A. (orally)","22 year old male pled guilty to seven counts of break, enter and theft
- prior criminal record of nine convictions, including four break and enters - 
co-accused sentenced to three months for each count totalling 21 months
 -  eight months on each count for a total of 56 months upheld on appeal
 -  the trial judge properly considered that the appellant pled guilty, the extent of his cooperation with police, the presentence report, remorse, rehabilitation, whether the sentences should be consecutive or concurrent, his reasons for making them consecutive, the principles of totality, deterrence, and other relevant factors - the co-accused was three and one half years younger with no record and was not the ringleader.","[43, 42, 41, 1, 0, 45, 5, 4, 7, 2, 40, 37, 34, 36, 29, 8, 10]"
423,"With respect to the offences that occurred in 2002, Mr. Gonzales refused to talk about the offences which made him ineligible for entry into high intensity sexual offender programs even though he told the sentencing judge at that time that he was willing to take the treatment.
[43] The trial judge’s view that Mr. Gonzales was not willing to take treatment because he refused to accept responsibility for the sexual assaults was prophetic.
On August 19, 2010, Mr. Gonzales filed a notice of appeal with this Court stating that “I am doing a life sentence for two sexual assaults I did not commit”.
[44] The fresh evidence, which was filed by consent of the parties in this Court, included correctional plan that was written in January 2012.
The document reveals that Mr. Gonzales refused to transfer to another institution in order to participate in the high intensity sexual offender treatment program.
[46] One final point mentioned in the factum of Mr. Gonzales but not pressed on appeal relates to the criticism that the trial judge overemphasized specific deterrence and denunciation and overlooked rehabilitation.
These objectives were not mentioned by the trial judge.
Jackson J.A.
concur “Herauf J.A.”
Ottenbreit J.A. (as per authorization)","The appellant plead guilty to two counts of sexual assault, was declared a dangerous offender and sentenced to an indeterminate sentence.
The appellant appealed the sentence arguing that the sentencing judge failed to give adequate consideration to the assessment of two expert witnesses who testified that they thought the appellant should be found a long-term offender.
HELD: The appeal was dismissed.
The sentencing judge was not bound to accept the assessment of the experts.
Both experts testified that the appellant's risk to reoffend sexually was moderate to high and was extremely high if he did not receive treatment.
Both experts based their opinions, in part, on the idea that the appellant had been a model inmate.
Both experts believed the appellant's self report about his behaviour in custody, despite having reached the conclusion that he was a pathological liar.
Both experts appeared to take the accused at face value when he said he was motivated to change.
In fact, the evidence from correctional officials suggested that the appellant was prone to violent, aggressive and irrational behaviour in custody.
He had shown on numerous occasions that he would not follow the rules in the institution and had been involved in several attempts to smuggle drugs into the jail, including picking up a package in the washroom of the court house during his dangerous offender hearing and convincing his lawyer to bring his baby into the jail with drugs in his diaper.
The accused had committed two sexual assaults within months of being released from a previous sexual assault sentence.
The trial judge was correct to emphasize protection of the public and was entitled to discount the opinion of the experts because it was based on incorrect assumptions.
In supporting the sentencing judge's opinion that the accused would not take treatment because he refused to accept responsibility for his offences, the Court of Appeal noted that the accused had stated in his Notice of Appeal that he was serving a life sentence for two sexual assaults that he did not commit and the fact that he sent a letter to the Court saying that he had been falsely accused and did not sexually assault anyone.
In addition, the Court considered fresh evidence that the appellant had refused to transfer to another institution in order to participate in high-intensity sex offender treatment pending his appeal.","[201, 202, 200, 182, 186, 193, 180, 192, 183, 185]"
424,"Decision: [1] On May 5, 2011, Mr. MacDonald applied in Chambers for interim release (bail) pending appeal of his conviction for offences relating to careless use and unlawful possession of a weapon.
[4] When Mr. MacDonald came to his door, he was holding (but did not display) loaded mm Beretta handgun.
[5] Mr. MacDonald was acquitted on four of these charges.
The latter carries minimum mandatory sentence of three years (s. 95(2)(a)(1) of the Code).
(b) that he shall attend court as and when directed
(e) that he have no direct or indirect contact or communication with Shelly Pierce and Steve Sears or other crown witnesses except through lawyer
(j) that he not play music at his premises at 207 1479 Lower Water Street, Halifax, NS, daily after 9:00 pm and at no time at volume audible outside of his condominium
(k) That he surrender into the custody of the keeper of the Central Nova Scotia Correctional Facility at Dartmouth, in the Halifax Regional Municipality, by one o'clock p.m. of the day preceding the day on which the appeal will be heard.
[44] am satisfied on balance of probabilities that Mr. MacDonald has established that he will comply with the foregoing terms of release.","The defendant, who was found guilty of the careless use of a firearm, possession of a weapon for a purpose dangerous to the public peace and possession of a restricted or prohibited firearm applied for bail pending appeal.
He had been found, in his residence, with a firearm licensed in Alberta but not licensed to be brought into this province or possessed here.
The defendant had residences in both Alberta and Nova Scotia but his Halifax residence was now up for sale and he travelled extensively around the world for his work.
Although he had no criminal record and had been on a recognizance for 16 months prior to sentencing, the Crown argued that he was a flight risk given that his convictions would result in a mandatory three-year prison term and he had only a tenuous connection to the jurisdiction.
Application for bail pending appeal granted provided the defendant enter into a recognizance of $25,000 with conditions.
The defendant's actions bore no resemblance to the known problem of indiscriminate firearm use locally as he was a middle-aged professional and gun hobbyist and the circumstances that purportedly made him a flight risk had nothing to do with these charges but rather with his professional obligations.","[170, 175, 164, 0, 161, 7, 169, 12, 14]"
425,"The following judgment is my resolution of the
born on the 4th day of August, 1920 and at this time is
seventy-six years of age.
where he has established relationship with Mrs. Annie Minto
an application on behalf of Selwyn Roy Hand's extended family.
property and that without their intervention he would not be
South East and South West Quarters of Section 17,
Mr. Hand may then choose to deal with the land
either by way of leasing the property out or as he had
Hand. am not however persuaded that the entire amount of
the costs should be reimbursed.
This amount is to be paid in
direct that any proposed sale is subject to the approval of
may be made either to me or to another judge of this Court.
Upon approval of proposed sale, and upon such
approved sale coming to fruition, direct that from the
proceeds there be deducted the sum of $7,000.00 which have
allotted to Mr. Cathcart, and all other reasonable expenses
associated with such sale.
Thereafter, one half of the
proceeds are to be provided directly to Mr. Hand to be dealt
proceeds being placed in the hands of Mr. Hand's property
interests of Mr. Hand.
ALLBRIGHT J.","The applicant sought to be appointed as property guardian for his uncle pursuant to s19 of the Dependent Adults Act.
The proposed dependent adult resisted the application and attributed his previous difficulty managing his affairs to a severe drinking problem but indicated that he had not been drinking for six years.
The uncle had never been declared incompetent to manage his affairs.
He voluntarily transferred the land left to him by his father and had allowed the trust arrangement to continue since 1951.
Over the years, the land was transferred from the original trustees to various other family members and was presently registered in the name of the applicant nephew.
There was no dispute that the uncle was the beneficial owner.HELD: The land was vested directly in the name of Selwyn Hand.
The conditional stay in place pending the resolution of this application for the appointment of a property guardian was lifted. 1)The proposed dependent adult was capable of managing a significant portion of his business affairs and matters relating to his estate and property.
However he required significant independent assistance in the management of the land held for his benefit.
His suggestions and proposal to sell the land and travel were reasonable and financially modest.
2)The criteria set forth in s18 for the appointment of a property guardian was met and the Public Trustee was appointed to administer the balance of the proceeds from the land sale remaining after the uncle pursued his financial commitments and his dreams.
 3)Costs in the amount of $7,000 were to be paid to the applicant in the event the uncle chose to sell his land. 4)Any proposed sale would be subject to the approval of the Court upon application of Hand.
One half of the proceeds were to be provided directly to Hand to be dealt with as he chooses and the remaining half were to be administered by the Public Trustee in his longer term best interests according to the normal powers and procedures of that office.","[637, 638, 5, 6, 643, 649, 645, 641, 652, 642, 629, 19, 2, 640, 636, 624, 34, 604, 605, 625, 639, 9, 634, 12]"
426,"Counsel: Colin Piercey and Tricia Barry, for the plaintiff, respondent
Stephen Kingston and Justin Kimball, for the defendants, moving parties
[1] By a motion dated December 16, 2010, the defendants sought an order confirming their ability to pay certain amounts for billed and unbilled time of their respective legal counsel, as well as retainers with respect to ongoing litigation, without such payments violating the terms of two execution orders previously issued February 18, 2010, as Hfx No. 190408 against the defendant judgment debtors to the plaintiff herein, who were successful litigants in this action.
Mr. Kingston wished to correct “. aspects of the Decision where believe the Court had misapprehended my oral submissions made during the Motion hearing.”
[4] The Court can now only rely upon the affidavit evidence of Ms. Cochrane relating to the third party loans.
The affidavit evidence does not reveal where the loans come from or if they will reduce the exigible assets of the defendants, available for execution.
I am therefore unable to grant the proposed order which accompanied the notice in this matter.
[5] will be happy to hear submissions in writing on the matter of costs, failing any agreement.
Justice M. Heather Robertson","The judge declared the defendants could pay legal fees from third party loans without offending two prior execution orders that prevented them from disposing of any property.
The declaration was explicitly made on the assumption that the loans would not be secured against the defendants' existing assets.
Later, the defendants' counsel wrote to the court essentially indicating he could not confirm the loans would not be secured against any assets.
The court issued this supplemental decision.
In the absence of any evidence the loans will not be secured against assets already subject to the execution order, or will not otherwise reduce those assets, the order and declaration sought can no longer be granted.","[0, 1, 16, 15, 5, 2, 14, 13, 12]"
427,"[2] NSPI alleged that AMCI failed to supply coal under a Coal Supply Agreement (“Agreement”).
The Agreement contained four separate call options for the purchase and delivery of South American Low Sulphur Coal in quarterly instalments of up to 100,000 tonnes.
[3] NSPI sought summary judgment for AMCI’s alleged failure to supply the requisite tonnage in quarters 2, 3 and 4 of 2004.
It refused to grant summary judgment for either quarter or quarter 4.
The decision left it to counsel for the parties to try to reach an agreement on costs.
The parties ultimately reached compromise thereby avoiding the need for the hearing of this second application, but only after discovery of the affiant who had provided an affidavit in support of the application.
It was resolved prior to the hearing after discovery of AMCI’s expert witness.
[17] After discovery NSPI agreed to produce the additional documents being sought.
To reach this resolution the time which would have been consumed cross-examining the affiant at chambers hearing was instead used up in discovery.
Although still expensive, it would not have been as time-consuming or as expensive as formal hearing in chambers.
AMCI should be entitled to have costs, although not to the extent that it now seeks.
[18] The costs for both applications are to be paid forthwith and are in any event of the cause.","The plaintiff commenced an action against the defendant for failing to supply three of the four quarterly amounts of coal due pursuant to their contract.
Following a two-day summary judgment application, the court granted judgment for one of the three quarters, with damages to be determined.
Costs were at issue for the summary judgment application as well as a previous application brought by the defendant to compel document production.
The defendant's application was resolved prior to being heard in Chambers, but only after discovery examination was held in New York.
Costs awarded for the summary judgment application on the basis of $2,000 per day for a total of $4,000 (the plaintiff is not precluded from seeking further costs after damages have been determined), plus taxable disbursements; costs awarded on the defendant's application as a half-day Chambers application in the amount of $1,000, with the plaintiff to also pay the disbursements incurred by the defendant in filing the application; travel costs for the defendant's counsel to attend in New York; and the costs of preparation, travel, food and lodging for its expert witness to attend the discovery.","[71, 68, 1, 62, 2, 65, 66, 67, 3, 5, 6, 9]"
428,"1. The issue which has been raised in these proceedings is whether it is appropriate for the court to require the accused to commence the trial by calling evidence on a Charter voir dire, where the accused has given notice of a Charter application.
note that the judgment of Finlayson, J.A., in R. v. Kutynec (1992), 1992 CanLII 12755 (ON CA), 52 O.A.C. 59; 12 C.R. (4th) 152 (C.A.), states the following propositions.
This may be different for trial court which hears cases that have been through preliminary inquiry and detailed pretrial, and that regularly assigns trial judges to cases well before the date of the trial.
This surely is superior from procedural standpoint than the accused calling the Crown witness at the outset on the voir dire on speculation, discovering that aspects of that evidence are unfavourable and contrary, and therefore having to attempt to convince the trial judge to grant leave to cross-examine the witness.
13. I must therefore conclude that the fairness of these proceedings, as well as the public confidence in the administration of justice, are best served by the Crown first leading its evidence on the charge as alleged, with the accused having leave to apply to have the evidence applied to the Charter issue, if it is appropriate to do so.","The issue was whether it was appropriate for the court to require the accused to commence the trial by calling evidence on a Charter voir dire, where the accused gave notice of a Charter application.
This would differ from the usual procedure, wherein the Crown commences the trial by calling its witnesses in the trial proper, and thereafter the accused applies for leave to apply the Crown evidence to the Charter application, where it is appropriate, in addition to calling other defence evidence on the application.HELD: In R. v. Kutynec, the court made the following determinations: 1) whatever procedures are used should not unnecessarily interfere with the inherent jurisdiction of the trial judge to control the conduct of the trial; 2) instead of creating procedures for Charter applications in provincial court, it is better to leave judges the discretion to determine matters such as sufficiency of notice and the extent of the offer of proof; 3) counsel should give timely notice to the Crown of the Charter issue, and at trial, the accused should be able to state with reasonable particularity the grounds upon which the application is made; 4) objections to admissibility of evidence must be made before or when the evidence is proffered; 5) the onus is on the accused to demonstrate on a balance of probabilities that he or she is entitled to a Charter remedy; 6) the trial judge should insist defence counsel state his or her position on possible Charter issues, either before or at the outset of the trial; 7) failing timely notice, a trial judge is entitled to refuse an application to assert a Charter remedy; 8) fairness may require the accused be given some latitude to explore potential Charter issues which he or she had no opportunity to develop prior to trial; and 9) the trial judge must control the proceedings to ensure this legitimate exploration does not become a fishing expedition.
In R. v. Loveman, the court said the trial judge must ensure fairness and preserve the integrity of the trial process.
This may require a judge to refuse to hear a motion where insufficient notice has been given, even when the motion involves an application to exclude evidence under s. 24 of the Charter.
In R. v. Habhab, the court was asked to consider a procedure which involved entering into voir dire at the start of the trial and the Crown proceeding to lead their evidence at the outset regarding the Charter application and substantive issue.
The court dismissed this proposal and stated that the case law implies it is the accused's obligation to lead the evidence on the voir dire.
The court was not able to justify the proposed procedure.
If the authorities imply there is an obligation on the accused to call evidence first on the Charter voir dire, this can occur by the application of some or all the evidence which is already on the record on the substantive issues.
The admissibility of evidence can be reserved by the court pending judgment on the Charter and any s. 24 remedy.
An advantage of having the Crown evidence on record at the outset is it removes uncertainty as to the nature of the testimony as it relates to the Charter application.
This is preferable to the accused calling the Crown witness at the outset on the voir dire, discovering aspects of the evidence are contrary or unfavourable, and then having to convince the court to grant leave to cross-examine.
It avoids a scenario where the Crown witness evidence is led by the defence on the voir dire, and then the accused must impeach the creditability of this witness in cross-examination as it relates to the proof of the substantive issues.
The court concluded the fairness of the proceedings and public confidence in the administration of justice, were best served by the Crown first leading its evidence on the charge alleged and the accused having leave to request the evidence be applied to the Charter issue, if appropriate.","[45, 0, 47, 3, 6]"
429,"[3] In December, 1996, Helen Pischnot became ill.
The applicants transported her to the hospital, where she was confined for two months.
The applicants visited Helen Pischnot in the hospital three times each day, and looked after her house and cat.
It is clear from the transcript that Helen Pischnot wanted all of her property to go to the applicants upon her death.
[25] Section 37 of the Act permits the court to order document to be fully effective as will notwithstanding that “it was not executed in compliance with all the formal requirements imposed by this Act” (emphasis added).
The discretion granted to the court does not extend, however, as concluded in Re Mate Estate, supra, to endorsing a document as testamentary which does not comply with any of the formal requirements of the Act as to execution; in particular, a document which does not bear the signature of the deceased.
[27] Helen Pischnot no doubt intended to bequeath her assets to the applicants.
However, she did not do so in any manner prescribed by The Wills Act.
Thus, regretfully, it must be concluded that the documents presented as the last will and testament of Helen Pischnot do not meet the statutory requirements for valid last will.","The applicants asked for an order setting aside the grant of Letters of Administration and granting Letters Probate with respect to a document purporting to be the Will of the deceased.
The document was a draft Will prepared by the deceased's solicitor, which was never signed.
HELD: The application was dismissed, but the applicants were entitled to their costs on a solicitor and client basis, payable from the estate.
Section 37 of The Wills Act permits the Court to order a document to be fully effective as a Will notwithstanding that it was not executed in compliance with all the formal requirements imposed by the Act.
The discretion granted to the Court does not extend to endorsing a document as testamentary which does not comply with any of the formal requirements of the Act as to execution, and, in particular, a document which does not bear the signature of the deceased.","[67, 68, 6, 3, 7, 63, 64, 12, 66]"
430,"[1] The defendant has applied pursuant to Rule 41(2) of the Queen’s Bench Rules for an order that this action and Tsatsi v. College of Physicians and Surgeons of Saskatchewan, Don McMorris and The Sunrise Health Region, being Q.B. 1008 of 2011 (the “College Action”), be tried together.
[2] This is a defamation action, based on statements that the plaintiff alleges were made by the defendant on June 1, 2009.
It relates to statements made about the competence of the plaintiff as radiologist which the plaintiff says were published both before and after June 1, 2009.
[3] The defendant says that there are common issues of fact between the two actions.
It does not speak to the discretion of the trial judge to determine how the two actions should proceed.
The order in which the trials are conducted, the use of evidence from one action in the other, and any other matters that must be addressed are better left for determination by the trial judge.
I accordingly order as follows:1. Darius Tsatsi v. Tony Merchant, being Q.B.G.1607 of 2009, and Darius Tsatsi v. College of Physicians and Surgeons et al., being Q.B.1008 of 2011, shall be tried one immediately after the other, in the manner determined by the trial judge.
[11] Costs of this application shall be in the cause in Q.B.G. 1607 of 2009.","The defendant applied pursuant to Queen's Bench Rule 169 for leave to amend his Statement of Defence.
This is a defamation action and the amendment would add that the words spoken by the defendant were true and that the alleged defamation was justified in law.
The action relates to statements made about the plaintiff's failure to properly read an X-ray and his failure to pass certain certification exams and that health officials knew that he should not be performing the work he was doing.
There is another defamation action, described in this judgment as the College Action.
The defendant applied pursuant to Rule 41(2) that his action and the College Action be tried together because there are common issues of fact between the two, albeit different actions.
 Trying them together would be in the interests of judicial economy and avoid the possibility of conflicting findings.
HELD: The Court ordered that the two actions be tried one immediately after the other in the manner determined by the trial judge and that the defendant be given leave to amend his Statement of Defence.","[45, 2, 42, 41, 5, 39, 6, 0]"
431,"[1] The accused, Tyler James Hansen, is facing number of charges outlined in single information.
Count #3 commit an assault on Pamela Hujber, contrary to section 266 of the Criminal Code.
Count #4 being at large on his undertaking entered into before justice or judge and being bound to comply with condition thereof, to wit, shall keep the peace and be of good behaviour, fail without lawful excuse to comply with that condition contrary to section 145(3) of the Criminal Code.
[45] Therefore am left, having considered the totality of the evidence without any reasonable doubt as to the accused’s guilt on count #1.
[46] The accused, based on my finding as to the issue of communication of the complainant’s status as a police officer, on count #2, is in some doubt, and therefore the accused is entitled to be acquitted on that charge.
[48] On count #4, the accused in this case has obviously committed breach of the peace, and he will be convicted, on his prior admission of the undertaking in question, of count #4 as well.
[49] Counts #5 and #6 have already been spoken to by way of Guilty Plea.
As well, the arguments and cases filed by the Crown were helpful in me making my conclusions today.","The accused was a passenger in a van where the driver was stunting on the complainant's street.
The complainant was an off duty police officer who left his home and knocked on the passenger window.
The accused exited the van and assaulted the complainant resulting in the complainant receiving a broken nose and ankle.
The accused was charged with aggravated assault and assaulting a police officer.
The accused asserted a defence of self-defence to the charge of assault and questioned whether the complainant was properly identified and acting as a police officer in the line of duty at the time of the incident.
HELD: The accused was convicted of aggravated assault and acquitted of the charge of assaulting a peace officer.
1) Regardless of whether the complainant was acting in the course of his duties as a police officer, he had a lawful right to intervene to prevent the continuation of the breach of the peace he witnessed.
Even if the original actions of the accused might be viewed as originally defensive in nature, he clearly used more force than was necessary to defend himself.
 2) Although three of the Crown's witnesses identified that the complainant identified himself as a police officer, none of the versions of what occurred were consistent with the other.
The Court was left with doubt as to whether the mens rea of assaulting police officer was proven, namely that the accused knew that the officer in question was in fact a police officer.","[137, 7, 139, 134, 10, 132, 136, 11]"
432,"[1] Cross applications were filed by Mr. & Mrs. Goyetche in Supreme Court Chambers on April 13, 2005 and April 21, 2005 respectively: his seeking orders to terminate spousal support, to sell the matrimonial home, and to return to him certain personal belongings; and hers seeking orders to provide her with interim spousal support, as well as payment of support arrears and a reinstatement of her benefits under his medical insurance plan.
Both parties testified and were subject to cross-examination.
and that the equity in the matrimonial home would be divided equally between the parties after first deducting legal fees and real estate commission.
[5] After carefully considering the record and the submissions of counsel, we are satisfied that this is case where we ought to intervene and set aside certain provisions of the order under appeal.
[8] As the parties agreed and as the judge made clear in his decision, this case presented very unique set of circumstances.
The appellant, Eileen Goyetche, was born on June 5, 1941.
The facts and history of the case are obviously well known to him and it might accelerate these proceedings and bring about more timely conclusion if he were able to hear it.","In the context of a divorce proceeding, the husband filed an interlocutory application for, inter alia, the termination of spousal support, and the sale of the matrimonial home.
The Chambers judge ordered that the matrimonial home be sold and the assets equally divided between the spouses.
The wife appealed.
Appeal allowed; certain provisions of the Order struck or temporarily lifted to permit the parties a reasonable opportunity to make timely alternative arrangements to resolve the matters in issue consensually, short of selling the matrimonial home;
the court's intervention was necessary to prevent a patent injustice.
There was no mention of any division of matrimonial assets in the notice filed by the husband and in the unique circumstances of this case, it was unrealistic and unfair to address the issue of selling the house without at the same time taking into account its value and the parties' individual contributions to that value.","[2, 0, 11, 166, 14, 5, 15]"
433,"[1] In this action the Plaintiff, Jeanette Cluett (Cluett) claims against Metro Computerized Bookkeeping Limited (Metro) and Ian Hill (Hill) damages for breach of contract in the amount of $20,000 as well as general damages and exemplary damages.
Hill and Metro counterclaim for the sum of $56,000 for additional rent and unpaid business taxes for 1992.
[2] At pretrial conference it became clear that there are two preliminary issues involving an application by the plaintiff to add or substitute another plaintiff and to seek relief from the provisions of the Limitation of Actions Act.
After two days of hearings the matter was adjourned pending the determination of these preliminary issues.
It will generally be less equitable for limitation defence to defeat the claim of diligent Plaintiff than of one who has sat back on his or her rights.""(underscoring mine).
[21] In Woods v. Hubley, (1996), 1995 CanLII 4280 (NS CA), 146 N.S.R. (2d) 97, Chipman JA noted in paragraph 36:
In the Random House Dictionary, 2nd Ed discretion is defined as ""The power or right to decide or act according to one's own judgement"".
[23] Since this disposes of the entire action deem it unnecessary to rule upon the other preliminary matters which counsel addressed in their submissions.","The plaintiff brought an action against the defendants for breach of contract in regard to the defendants' refusal to return to her the substantial security deposit that she paid as part of a motel lease.
After being clearly told that the money would not be returned, she waited 9 years before commencing the action.
The plaintiff applied for an order disallowing the defendants' limitation defence.
Application to disallow the limitation defence dismissed; plaintiff's action dismissed.
The plaintiff's evidence did not show any valid reason for such a lengthy delay and the defendants thought that all outstanding issues with the plaintiff had long since been settled.
Not only was there a presumption that the evidence would now be less cogent than it would have been, but the defendants' storage warehouse was destroyed by fire 3 years ago resulting in the loss of many old records, including those relating to the motel.","[4, 140, 0, 1, 133, 132, 2, 137]"
434,"This appeal is from judgment of Maurice J. under The Matrimonial Property Act, R.S.S. 1985, c. M-6.1.
reasoning leading to the disposition and the disposition itself:
The wife, age 50, and the husband, age 50, were married October 8, 1988.
On September 28, 1990, the husband's employment with Co- Operative Trust
Company was terminated.
ultimately agreed upon.
The husband rolled $46,000.00 over into an
R.R.S.P. and used $8,585.00 to purchase his company car.
The balance
to share these assets equally with the wife.
The Act mandates equal sharing of assets acquired during the marriage.
The record shows
that to be the case.
The items in question shall be valued at the
given to the husband according to which items each of the parties, in
the end, received, and the judgment shall be varied accordingly.
the matter shall be referred to the trial judge for determination.
The last ground of appeal concerned failure to allow for depreciation
the car. The appeal is allowed to the extent referred to above.
In all other
shall bear his and her own costs.
DATED at the City of Regina, in the Province of Saskatchewan, this 7th
day of December A.D. 1993.
SHERSTOBITOFF J.A.
concur. JACKSON J.A.","Appeal from 107 SaskR 135, 44 RFL(3d)185.
Appeal from a judgment directing matrimonial property.
The main issue was whether the judge erred in his distribution of assets acquired with the proceeds of a severance package which the appellant received when his employment of twenty-three years was suddenly and unexpectedly terminated.
The couple's marriage had lasted less than four years.
HELD: The QB judgment was upheld regarding the severance package.
The severance package was not a reward for past service; it was for payment in lieu of reasonable notice of termination.
The severance package was based on future earnings, which would have occurred within the duration of the marriage.
The QB judge did however fail to take into consideration that the wife had taken a quantity of furniture and household goods and that, as a result, he failed to give the husband his one-half share of them.
Judgment varied accordingly.","[94, 92, 3, 0, 10, 86, 11, 91, 89, 14, 13, 4, 90, 15, 78, 80, 81, 75, 85, 16, 77, 22, 26, 73, 74]"
